,sn,command,date,crash_time,report_time,arrival_time,response_time,route,location,vehicle_no,vehicle_type,vehicle_cat,vehicle_make,vehicle_model,fleet_operator,name_of_driver,dl_no,causes,no_injured_male_adult,no_injured_female_adult,no_injured_male_child,no_injured_female_child,total_injured,no_killed_male_adult,no_killed_female_adult,no_killed_male_child,no_killed_female_child,total_killed,no_involved_male_adult,no_involved_female_adult,no_involved_male_child,no_involved_female_child,total_involved
20,1,RS11.22,2019-09-01 00:00:00,0715,0730,0733,3,OWO - AKR,BEFORE RUFUS GIWA POLY,ANG 793 AA,CAR,PVT,NISSAN,ALMERA,,,,WOV & LOC,0,1,0,0,1,0,0,0,0,0,2,4,0,0,6
21,2,RS11.22,2019-09-01 00:00:00,1548,1609,1624,15,OWO - AKR,BEFORE OGBESE BEFORE BRIDGE 27KM,KRD 919 DM,CAR,PVT,PGT,307,,,,MDV,0,0,0,0,0,0,0,0,0,0,2,2,0,0,4
22,3,RS11.22,17/1/2019,0900,0905,0915,10,OWO - IFON,AFTER ITA IPELE VILLAGE 13KM FROM IKARE JUNCTION,NO NOS,TRK,COM,STAYER,TRK,,,,TYB,2,0,0,0,2,0,0,0,0,0,2,0,0,0,2
23,4,RS11.22,18/1/2019,1132,1133,1134,1,OWO - IKR,KM 2 IKR JUNCTN.,WWW 039 QV,BIKE,COM,BAJAJ,BOXERS,,,,SLV,0,1,0,0,1,0,0,0,0,0,1,1,0,0,2
24,5,RS11.22,20/1/2019,0807,0810,0814,4,OWO - AKR,TISCO FARM 9KM FROM IKARE JUNCTION,NO NOS,TRK,COM,STAYER,586,,,,MDV & LOC,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
25,6,RS11.22,22/1/2019,1010,1013,1017,4,OWO - AKR,POLY SECOND GATE 7KM FROM IKARE JUNCTION,KAK 713 XA,BUS,COM,TYT,PICNIC,,,,HIT & RUN,12,0,0,0,12,0,0,0,0,0,1,2,0,0,3
26,7,RS11.22,22/1/2019,1225,1227,1232,5,OWO - AKR,EMURE AFTER SECOND MARKET 12.5KM FROM IKARE JUNCTION,IDE 18 AA,CAR,PVT,V/WAGEN,GOLF,,,,MDV & SPV,0,0,0,0,0,0,0,0,0,0,5,7,2,0,14
27,8,RS11.22,28/1/2019,0800,0802,0804,2,OWO - AKR,BEFORE ISUADA JUNCTION 1.5KM FROM IKARE JUNC,NO NOS,BIKE,COMM,BAJAJ,BOXER,,,,SLV & WOV,3,0,0,0,3,0,0,0,0,0,3,0,0,0,3
28,9,RS11.22,29/1/2019,0100,0550,0625,30,OWO - AKR,BOLORUNDURO 30KM FROM IKARE JUNCTION,AAA 964 DK,CAR,PVT,TYT,AVENSIS,,,,SLV & LOC,8,1,0,0,9,0,0,0,0,0,8,1,0,0,9
30,1,RS11.23,05/01/2019,1546,1549,1558,11,IKR - OWO,ADEFARATI HOUSE,GW A648 QA & FUG 280 XA ,BIKE & TRK,2COM,BOXER & BENZ,BAJAJ & TRK,,,,SPV,1,1,0,0,2,0,0,0,0,0,4,1,0,0,5
31,2,RS11.23,05/01/2019,1712,1720,1728,8,IKR - ADO,"T-JUNCT, IRUN",EMR 280 QR & ANG 82 XA,BIKE & CAR,2 COM,BOXER & NISSAN,BAJAJ & ALMERA,,,,SPV,2,0,0,0,2,1,0,0,0,1,4,2,0,0,6
32,3,RS11.23,12/01/2019,1045,1048,1051,3,IKR - OWO,ADEFARATI HILL,GM E711 XB & ZAR 95 XR,2 TRL,2 COM,DAF & SCANNIA,2 TRL,,,,SPV,1,0,0,0,1,0,0,0,0,0,4,0,0,0,4
33,4,RS11.23,13/01/2019,0836,0840,0859,19,IKR - ADO,AWALE HOTEL,"KAK 712 XA, KMC 960 XW & 2 NO NOS","CAR, BUS & 2 BIKE",4 COM,"NISSAN, PGT & 2 BOXERS","ALMERA, J5 & 2 BAJAJ",,,,SPV,5,5,0,0,10,0,0,1,0,1,5,5,1,0,11
34,5,RS11.23,17/01/2019,1046,1050,1115,19,IKR - AJOWA,GEDEGEDE,AME 294 XA,BUS,COM,MAZDA,323,,,,SPV,4,3,2,1,10,2,3,0,1,6,6,3,5,2,16
35,6,RS11.23,20/01/2019,1716,1722,'1735,13,IKR - OWO,TIPPER PARK AKUNGBA,KWL 846 XB & LND 968 BE,P/UP & CAR,COM & PVT,CABSTAR & TYT,P/UP & CAMRY,,,,SPV,1,0,0,0,1,1,0,0,0,1,2,0,0,0,2
36,7,RS11.23,27/01/2019,1115,1118,1121,3,IKR - AJOWA,ADEFARATI,CK 646 ABJ & EKY 839 XV,BUS & TRK,PVT & COM,TYT & IVECO,SIENNA & TRK,,,,SPV,1,0,0,0,1,0,0,0,0,0,2,1,0,0,3
37,8,RS11.23,27/01/2019,2202,2209,2212,3,IKR - AJOWA,JOHNDECK FILLING STATION,EPE 904 XB & LSD 125 SD,TRL & BIKE,2 COM,FOTON & BAJAJ,TRL & BOXERS,,,,SPV,1,0,0,0,1,1,0,0,0,1,4,0,0,0,4
39,1,RS11.24,12/01/2019,1554,1608,1615,7,OND - AKR,OBOTO KM21 FROM BASE ONDO-AKR, BGR 668 AA, CAR,PVT,NISSAN  ,ALMERA,,,,SPV,0,0,1,0,1,1,1,0,0,2,1,1,1,0,3
40,2,RS11.24,18/01/2019,0835,0848,0900,52,OND - ORE,REPORT KM40 FROM BASE ONDO-ORE,"NPF 270 ID,  SRM 780 QG & NO NOS"," P/UP, BIKE & CAR                           ","COM, PVT & GOV","TYT, BOXERS & V/WAGEN                 ","HILUX,                          BAJAJ &           GOLFS          ",,,,SPV,6,0,0,0,6,0,0,0,0,0,14,0,0,0,14
41,3,RS11.24,19/01/2019,2040,2050,2100,50,OND - AKR,AJILO  KM10 FROM BASE ONDO-AKR,HIT AND RUN ,,COM,,,,,,SPV,1,0,0,0,1,1,0,0,0,1,3,0,0,0,3
42,4,RS11.24,24/01/2019,1654,1604,1613,9,OND - ORE,KM 21 LIYETU ,GNN 163 XC & FTD 221 XA,BUS & CAR,2 COM,TYT & NISSAN,PICNIC & ALMERA,,,,SPV,1,3,0,0,4,0,0,0,0,0,4,6,0,0,10
44,1,RS11.25,21/01/2019,1705,1715,1725,10,IFON - OWO,"KM1  IDI ORO STREET,BESIDE ST PAUL'S PRIMARY SCHOOL IFON",NO NOS,BIKE,COM,QLINK,QLINK,,,,LSV & SLV,4,0,0,0,4,1,0,0,0,1,5,0,0,0,5
45,2,RS11.25,22/01/2019,0600,0602,0603,8,IFON - OWO,"KM1, OPPOSITE CAC IFON",GS18LND,BUS,COM,TYT,HIACE,,,,TBT,4,3,2,2,11,0,0,0,0,0,5,10,3,4,22
56,1,RS11.2,01/02/2019,1646,1651,1702,11,AKR - OWO,"KM 6, 40M FRM SHASHA MRKT",FKJ 470 XF & FF 440 APP,2 BUS,2 COM,2 TYT,HIACE & SIENNA,,,,SPV,5,1,0,0,6,0,0,0,0,0,20,1,0,0,21
57,2,RS11.2,04/02/2019,1936,1941,2007,26,AKR - IPT,KM 9 ERO,FGB 353 JN & KSF 773 DF,BUS & CAR,2 COM,TRNASIT & VOLKSWAGEN,FORD & SHARON,,,,WOV & SPV,4,1,0,0,5,0,1,0,0,1,5,2,0,0,7
58,3,RS11.2,07/02/2019,0905,0911,0915,4,AKR - IPT,KM 15 IGBARA OKE JUNCTION.,FGB 948 AA & XB 458 MGU,BUS & TRK,2 COM,TYT & MAN DIESEL,HILUX & TRK,,,,BFL & LOC,2,3,0,0,5,0,0,0,0,0,4,3,0,0,7
59,4,RS11.2,11/02/2019,2252,2259,2314,15,AKR - OWO,KM 4 AGBOGBO ,WWD 199 XA & UNKWN,BUS & TRK,2 COM,TYT & DAF,HIACE & TRK,,,,0,6,0,0,0,6,0,0,0,0,0,17,1,0,1,19
60,5,RS11.2,22/02/2019,0831,0835,0841,6,AKR - T/SHIP,KM 2 ADEBOWALE GAS JUNCTION AKR SOUTH LGA  RD.,BDR 163  WE,BIKE,COM,HONDA,BIKE,,,,SPV & LOC,0,0,1,0,1,0,0,0,0,0,1,0,1,0,2
62,1,RS11.21,02/02/2019,1010,1017,1025,8,ORE - LAG,KM 33 OMOTOSHO,"6 NO NOS, LSR 628 EV & PX 57 KJA","2 TNK, TRK, JEEP, CAR, P/UP & 2 BIKE",6 COM & 2 PVT,"2 MACK, HOWO, LEXUS, TYT, DIANA,2 BIKE","2 TNK, TRK, 300, CAMRY, P/UP & 2 BIKE",,,,0,1,0,0,0,1,0,0,0,0,0,10,0,0,0,10
63,2,RS11.21,06/02/2019,1700,1712,1721,9,ORE - LAG,KM 2 B4 MTN MAST,BDG 631 ER,BUS,PVT,TYT,SIENNA,,,,TBT,3,4,1,0,8,1,0,0,0,1,4,4,1,0,9
64,3,RS11.21,07/02/2019,1000,1005,1010,5,ORE - LAG,KM 50 ONIPARAGA,KRD 396 XM & JA05 (SPECIAL NOS),TRL & CAR,COM & PVT,2 M/BENZ,TRL & GL450 4MATIC,,,,SPV & RTV,1,1,0,0,2,1,0,0,0,1,3,1,0,0,4
65,4,RS11.21,07/02/2019,1430,1455,1515,20,ORE - LAG,KM 5 NAROWI,LSR 82 XX & XF 124 NND,TRL & BUS,2 COM,IVECO & TYT,TRL & HIACE,,,,SPV & TBT,2,0,0,0,2,1,0,0,0,1,3,0,0,0,3
66,5,RS11.21,08/02/2019,1910,1920,1925,5,ORE - LAG,KM 56 AJEBAMIDELE,"FKJ 806 XV, FKJ 868 XX, & NO NOS",2 TRL & TRK,3 COM,3 MAN DIESEL,2 TRL & TRK,,,,SPV,0,0,0,0,0,1,0,0,0,1,6,0,0,0,6
67,6,RS11.21,14/02/2019,1400,1415,1435,15,ORE - BEN,KM 15 ASEJIRE BRIDGE,NO NOS,TNK,COM,MACK,TNK,,,,TBT & LOC,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
68,7,RS11.21,15/02/2019,1530,1555,1605,10,ORE - OND,KM 10 CLOSE TO NNPC DEPOT,MUS 250 EE & KRD 307 XX,CAR & TNK,PVT & COM,HONDA & HOWO SINO,ACCORD & TNK,,,,WOV,1,0,0,0,1,1,0,0,0,1,4,0,0,0,4
69,8,RS11.21,21/02/2019,100,1020,1025,5,ORE - LAG,KM 3 MTN MAST,MUS 47 FH,JEEP,PVT,TYT,4RUNNER,,,,SPV,0,0,0,0,0,0,0,0,0,0,2,2,0,0,4
71,1,RS11.22,02/02/2019,1605,1635,1659,24,OWO - AKR,KM 28.5 MOLAWOLE FILLING STATION OGBESE,LEL 019 YK & GGE 212 XH,BIKE & TRK,2 COM,HAOJUE & SCANIA,SUZUKI & TRK,,,,MDV & LOC ,1,2,0,0,3,0,0,0,0,0,3,2,0,0,5
72,2,RS11.22,07/02/2019,0715,0718,0720,2,OWO - IKR,KM 1.5 EBINCO FILLING STATION OGBESE,BLR 210 XA,TRK,COM,DAF,TRK,,,,WOV & LOC,2,0,0,0,2,0,0,0,0,0,2,0,0,0,2
73,3,RS11.22,08/02/2019,0725,0727,0730,3,OWO - IKR,KM 2 OPPOSITE SCHL OF BLIND OWO,LND 453 XT & ANG 793 AA,BUS & CAR,2 PVT,TYT & NISSAN,SIENNA & PRIMERA,,,,BDR & LOC,1,1,0,0,2,0,0,0,0,0,12,4,0,0,16
74,4,RS11.22,10/02/2019,0415,0535,0539,4,OWO - AKR,KM 5 AFTER POLY GATE,XD 753 KTN & NO NOS,BUS & CAR,PVT  & COM,PGT J5 & BMW,J5 & CAR,,,,DGD & LOC,2,0,0,0,2,2,0,0,0,2,4,0,0,0,4
75,5,RS11.22,12/02/2019,2123,2124,2125,1,OWO - AKR,KM 2 MADAS CLOSE ,KJA 89 XY & NO NOS,CAR & BIKE,2 COM,V/WAGEN & BAJAJ,TRANS & BOXERS,,,,DGD & LOC,1,0,0,0,1,0,0,0,0,0,12,0,0,0,12
77,1,RS11.23,08/02/209,11123,1132,1149,17,IKR - OWO,KM 13 ADEFARATI,JJJ 314 CX,CAR,PVT ,TYT,CAMRY,,,,SPV,3,1,0,0,4,0,0,0,0,0,3,1,0,0,4
78,2,RS11.23,18/02/2019,1425,1426,1428,2,IKR - OWO,100M JUBULEE RD.,"EL 356 ABC, XC 462 KAK & QY 745 KSF",CAR MINI BUS & BIKE ,3 COM,"TYT, SUZUKI & SUPRA","CAR, CARRY & BIKE",,,,BFL,1,0,0,0,1,0,0,0,0,0,3,0,0,0,3
79,3,RS11.23,18/02/2019,1420,1421,1423,2,IKR - OWO,I109 M JUBELEE,"KTU 794 BD,  AYE 715 QD & NO NOS",CAR & 2 BIKE,PVT & 2 COM,TYT & 2 BOXERS,COROLLA & 2 BAJAJ,,,,BFL,0,1,0,0,1,0,0,0,0,0,1,1,0,0,2
80,4,RS11.23,21/02/2019,1845,1840,1850,10,IKR - ISUA,KM 17 OKE IWARO,MKR 76 XB,BUS,COM,PGT,J5,,,,OVL,7,0,0,0,7,0,0,0,0,0,9,1,0,1,11
82,1,RS11.24,02/02/2019,1948,2010,2020,10,OND - AKR,"IGBOOJA, ALONG ILE OLUJI JUNCT.",AP 53 BWR & SGB 689 QA,CAR & BIKE,PVT & COM,TYT & BAJAJ,CAMRY & BIKE,,,,DGD,2,0,0,0,2,0,0,0,0,0,2,0,0,0,2
83,2,RS11.24,10/02/2019,0658,0715,0718,3,OND - AKR,IN FRONT OF FCMB,BDG783 XY,P/UP,COM,TYT,DYNA,,,,SPV,3,0,0,0,3,0,0,0,0,0,3,0,0,0,3
84,3,RS11.24,10/02/2019,1158,1211,1228,17,OND - IPT,KM 14 AROGUN JUNCTION ,LRN 820 ZA,BUS,COM,TYT,PREVIA,,,,SPV,3,3,0,0,6,0,1,0,0,1,4,3,0,0,5
85,4,RS11.24,19/02/2019,1555,1604,1611,7,OND - ORE,KM 3 LAJE ROAD,ABJ 236 EX,JEEP,PVT,TYT,SIQUA,,,,SPV,1,1,0,0,2,1,0,0,0,1,2,1,0,0,3
87,1,RS11.25,02/02/2019,1023,1026,1030,4,IFON - BEN,KM 5 THICK,APR 896 AA & MUS 444 DD,CAR & JEEP,2 PVT,AUDI  & M/BENZ,80 & JEEP,,,,SPV & WOV,2,1,0,0,3,4,2,1,2,9,6,3,1,2,12
88,2,RS11.25,08/02/2019,1600,1602,1608,6,IFON - OWO,KM 6 OMI ALAFA,EKY 861 CD & XA 623 FFN,CAR & P/UP,PVT & COM,PGT & TYT,406 & CABSTER,,,,SLV & BDR,4,6,0,0,10,0,0,0,0,0,4,6,0,1,11
89,3,RS11.25,11/02/2019,0720,0730,0740,10,IFON - BEN,KM 6.5 CERAMIC,BEN 664 RJ,JEEP,PVT,LEXUS,JEEP,,,,SPV & BRD,2,0,0,0,2,0,0,0,0,0,2,0,0,0,2
90,4,RS11.25,25/02/2019,1420,1424,1429,4,IFON - OWO,150M FIWASAYE FILLING STATION,JJJ 594 EL & NO NOS,CAR & BIKE,PVT &  COM,TYT & QULINK,COROLLA & BIKE,,,,SLV & WOV,3,0,0,0,3,0,0,0,0,0,5,0,0,0,5
101,1,RS11.2,03/03/2019,1552,1555,1602,7,AKR - OND,KM 5 ADEBOWALE AREA,SMK 724 FK,CAR,PVT,TYT,CAMRY,,,,SPV,1,0,0,0,1,0,0,0,0,0,2,0,0,0,2
102,2,RS11.2,04/03/2019,2032,2036,2038,2,AKR - IPT,KM 1.5 IN FRONT OF AKAD FILLING STATION,JTA 431 XA & BRD 145 XA,2 CAR,2 COM,2 NISSAN,2 ALMERA,,,,WOV,2,0,0,0,2,0,0,0,0,0,2,0,0,0,2
103,3,RS11.2,08/03/2019,1723,1724,1726,2,AKR - OWO,KM 4 AGBOGBO JUNCTION,HIT & RUN & NO NOS,BIKE,COM,TVS,BIKE,,,,SPV,3,0,0,0,3,0,0,0,0,0,4,0,0,0,4
104,4,RS11.2,08/03/2019,0156,0222,0230,8,AKR - OWO,KM 2 CHICKEN REPUBLIC ,HJA 396 XA & AAA 875 ET,BUS & CAR,COM & PVT,2 TYT,HIACE & PREVIA,,,,SPV,6,1,0,0,7,0,0,0,0,0,18,1,0,0,19
105,5,RS11.2,09/03/2019,1811,1817,1822,5,AKR - IPT,KM 2 BAYDUK FILLING STATION,APP 836 QC,BIKE,COM,HAOJUE,ELEGANT,,,,SPV,0,2,0,0,2,0,0,0,0,0,1,2,0,0,3
106,6,RS11.2,15/03/2019,1603,1604,1607,3,AKR - OWO,KM 1.6 SAMROCK FILLING STATION,AY 460 BDJ &? UMC 183 QB,CAR & BIKE,PVT & COM,TYT & DAYLONG,CAMRY & BIKE,,,,SPV,1,1,0,0,2,0,0,0,0,0,3,1,0,0,4
108,1,RS11.21,02/03/2019,1145,1147,1210,23,ORE - BEN,KM 35 ARMY CHECK POINT OFOSU,HIT & RUN ,TRL,COM,MACK,TRL,,,,SPV,0,0,0,0,0,0,1,0,0,1,2,1,0,0,3
109,2,RS11.21,04/03/2019,1000,1004,1008,4,ORE - LAG,KM 55 AJEBAMIDELE,BJE 46 LG,BUS,COM,PGT,J5,,,,SPV,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
110,3,RS11.21,05/03/2019,1520,1521,1525,4,ORE - BEN,KM 5 SHOWBOY,REE 096 VK,BIKE,COM,BAJAJ,BOXERS,,,,SPV,0,0,0,0,0,1,0,0,0,1,1,1,0,0,2
111,4,RS11.21,12/03/2019,1200,1210,1215,5,ORE - BEN,KM 35 ARMY CHECK POINT OPP LEVANS QUARRY,AE 425 KPP,BUS,PVT,TYT,PICNIC,,,,BFL,1,1,0,0,2,1,0,0,0,1,8,4,0,0,12
112,5,RS11.21,12/03/2019,1400,1410,1415,5,ORE - KTP,KM 12 STADIUM RD OKITI PUPA,GBA 043 VJ & NO NOS,2 BIKE,2 COM,BAJAJ & HAOJUE,BOXERS & SUZUKI,,,,WOV,3,0,0,0,3,0,0,0,0,0,4,0,0,0,4
113,6,RS11.21,13/03/2019,1930,1935,1940,5,ORE - LAG,KM 45 KAJOLA,FST 296 DF,JEEP,PVT,HONDA,CRV,,,,TBT,2,0,0,2,4,0,1,0,0,1,3,1,0,2,6
114,7,RS11.21,14/03/2019,0945,0950,0955,5,ORE - LAG,KM 2 TRUE CLASS FAST FOOD,LND 618 AX & KSF 302 BT,2 CAR,COM & PVT,2 TYT,CAMRY & COROLLA,,,,BFL,2,0,0,0,2,0,0,0,0,0,4,0,0,0,4
115,8,RS11.21,15/03/2019,0900,0905,0910,5,ORE - LAG,KM 53 ONITEA,AAA 537 XA,BUS,COM,TYT,SIENNA,,,,WOV,2,4,0,0,6,0,0,0,0,0,3,4,0,0,7
117,1,RS11.22,13/03/2019,1020,1022,1023,1,OWO - AKR,KM 1.5 OPP NIPCO FILLING STATION,NO NOS,BIKE,COM,BAJAJ,BOXERS,,,,DGD & LOC,0,1,0,0,1,0,0,0,0,0,1,1,0,0,2
118,2,RS11.22,14/03/2019,1620,1625,1630,5,OWO - AKR,KM 7 SABO SHASHA,NO NOS,BIKE,COM,HAOJUE,SUZUKI,,,,DGD,2,0,0,0,2,0,0,0,0,0,2,0,0,0,2
119,3,RS11.22,15/03/2019,1245,1300,1310,10,OWO - T/SHIP,KM 6 OPP SHANCERY HOTEL,FFN 188 XA & NO NOS,CAR & BIKE,2 COM,TYT & HAOJUE,PREVIA & SUZUKI,,,,0,0,0,0,0,0,1,0,0,0,1,10,2,0,0,12
121,1,RS11.23,14/03/2019,1635,1640,1659,19,IKR - ISUA,GBENGUS MOTOR AKUNGBA,GG 411 LND & NO NOS,BUS & BIKE,2 COM,V/WAGEN & BAJAJ,BUS & BOXERS,,,,SPV,0,0,0,0,0,1,1,0,0,2,2,1,0,0,3
123,1,RS11.24,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,1,RS11.25,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,1,RS11.2,02/06/2019,1953,2004,2011,7,AKR - OWO,KM 4 ADO JUNCTION BY PRAYER CHURCH,2 NO NOS,BIKE & CAR,COM & PVT,BOXERS & NISSAN,BAJAJ & PRIMERA,,,,SPV,1,0,0,0,1,0,0,0,0,0,2,0,0,0,2
138,2,RS11.2,08/06/2019,0511,0628,0638,10,AKR - OWO,KM7 AFTER MOPOL BASE OSI JUNCTION,GGE 873 XM & YLA 25 MU,TRK & BUS,2 COM,DAF & TYT,TRK & BUS,,,,SPV & WOV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,1,RS11.21,08/06/2019,1520,1525,1533,12,ORE - LAG,KM 48 AGODOGUN ARERA,"BSK 403 XJ, SMK 972 XV, APP 247 XR, BDG 99 XV & NND 184 XH",4 TRK * TRL,5 COM,2 MARK ?& 3 M/BENZ,"TRL, TRL & 3 TRK",,,,DGD & SPV,2,0,0,0,2,0,0,0,0,0,8,13,0,0,21
141,2,RS11.21,09/06/2019,1348,1359,1412,13,ORE -OND,KM 2,EKY 574 CY &        EPE 247 XS,CAR & TRK,PVT & COM,TYT & M/BENZ,PICNIC &TRK,,,,SLV & LOC,6,3,0,0,9,0,0,0,0,0,6,3,0,0,9
142,3,RS11.21,16/06/2019,1320,1325,1330,5,ORE - LAG,KM 40,JJJ 293 ZH,BUS,COM,TYT,SIENNA,,,,SPV & WOV,4,1,0,0,5,0,0,0,0,0,6,1,0,0,7
143,4,RS11.21,25/06/2019,1420,1425,1430,5,ORE - LAG,KM 56,AKD 635 XV,BUS,COM,TYT,HIACE,,,,WOV,4,1,0,0,5,0,0,0,0,0,7,2,0,0,9
144,5,RS11.21,28/06/2019,1200,1210,1215,5,ORE - BEN,KM 20,FG 184A23 &        NDL 960 XA,P/UP & TRK,2 COM,TYT & HOWO,HILUX & TRK,,,,SPV,3,1,0,0,4,0,0,0,0,0,5,1,0,0,6
147,1,RS11.22,06/06/2019,1535,1540,1543,3,OWO - IKR,KM 5 IPELE JUNCTION,SMK 01 XR & ALI 35 WWW,BUS & CAR,COM & PVT,2 TYT,HIACE & CAR,,,,WOV & LOC,0,3,0,0,3,0,0,0,0,0,10,8,0,0,18
148,2,RS11.22,08/06/2019,2335,2350,2355,5,OWO - IKR,KM 10 WATERWORKS JUNCTION,DAV 118 AA & NO NOS,CAR & TRL,PVT & COM,NISSAN & HIT & RUN,SUNNY & HIT & RUN,,,,DGD & LOC,3,0,0,0,3,1,0,0,0,1,5,0,0,0,5
149,3,RS11.22,10/06/2019,1830,1857,1905,8,OWO - AKR,KM 12.5 AFTER EMURE,AKR 252 BC,CAR,PVT,TYT,COROLLA,,,,SPV,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
150,4,RS11.22,11/06/20191,1003,1033,1041,8,OWO - T/SHIP,KM 10 B4 EMURE JUNCTION,KJA 405 XL,BUS,COM ,FOTON,VIEW,,,,TBT,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
152,1,RS11.23,05/06/2019,1050,1054,1100,6,IKR - AJOWA,KM 2 AGBALUKU JUNCTION,NO NOS & EPE 538 DZ,BIKE & JEEP,COM & PVT,BOXERS & LANDCRUISER,BAJAJ & PRADO JEEP,,,,SPV,2,0,0,0,2,0,0,0,0,0,6,1,0,0,7
153,2,RS11.23,12/06/2019,1520,1523,1528,5,IKR - ADO,KM 2 OGBAGI,NO NOS & HIT & RUN,BIKE,COM,BOXERS,BAJAJ,,,,SPV,2,0,0,0,2,0,0,0,0,0,3,0,0,0,3
155,1,RS11.24,08/06/2019,1713,1721,1736,15,OND - AKR,KM 11 CENTRAL MOSQUE,LEL  828 VF,BIKE,COM,BOXERS,BAJAJ,,,,RTV,2,0,0,0,2,0,0,0,0,0,3,0,0,0,3
156,2,RS11.24,09/06/2019,1413,1421,1427,6,OND - AKR,KM 10 ITANLA,GBA 009 EQ & GGE 377 EC,2 CAR,2 PVT,HONDA & TYT,ACE 110 & AVALON,,,,SPV,1,0,0,0,1,0,0,0,0,0,3,0,0,0,3
157,3,RS11.24,14/06/2019,0613,0621,0629,8,OND - ORE,KM 6 ADEYE COLLEGE OF EDUCATION,AKR 183 ZN & BDR 219 XA,TNK & TRK,2 COM,2 BENZ,TIPPER & TRK,,,,SPV,2,0,0,0,2,0,0,0,0,0,3,0,0,0,3
158,4,RS11.24,17/06/2019,1649,1655,1707,12,OND - ORE,KM 4 LISA LUWA IFE ROUNDABOUT,LSD 966 ES & AKM 401 QJ,CAR & BIKE,PVT & COM,TYT & TVS,CAMRY & BIKE,,,,SPV,1,1,0,2,4,0,0,0,0,0,1,2,0,2,5
159,5,RS11.24,21/06/2019,1730,1754,0812,18,OND - AKR,BOLORUNDURO,AG576FGB & WEN588QA,BUS & BIKE,PVT & COM,TYT & HAOJUE,PREVIA & ELEGANT,,,,SPV,0,1,0,0,1,0,0,0,0,0,2,2,0,0,4
