,sn,command,date,crash_time,report_time,arrival_time,response_time,route,location,vehicle_no,vehicle_type,vehicle_cat,vehicle_make,vehicle_model,fleet_operator,name_of_driver,dl_no,causes,no_injured_male_adult,no_injured_female_adult,no_injured_male_child,no_injured_female_child,total_injured,no_killed_male_adult,no_killed_female_adult,no_killed_male_child,no_killed_female_child,total_killed,no_involved_male_adult,no_involved_female_adult,no_involved_male_child,no_involved_female_child,total_involved
161,1,RS11.25,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,1,RS11.2,22/07/2019,0627,0631,0635,4,AKR - OWO,OPP MOBIL FILLING STATION,AKR 026 VD,BIKE,COM,TVS,BIKE,,,,TBT,1,1,0,0,2,0,0,0,0,0,1,1,0,0,2
173,2,RS11.2,29/07/2019,0401,0405,0410,5,AKR - T/SHIP,KM 4 FIRST BANK ROUND ABOUT ALAGBAKA,KRD 292 XQ,P/UP,PVT,TYT,HILUX,,,,SPV ,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1
175,1,RS11.21,08/07/2019,0731,0731,0743,12,ORE - LAG,KM 14 OMOTOSHO BRIDGE,XB 368 UKP & NO NOS,2 TRL,2 COM,2 DAF,2000 & 2000,,,,TBT & LOC,2,0,0,0,2,0,0,0,0,0,4,0,0,0,4
176,2,RS11.21,14/07/2019,1250,1251,1256,5,ORE - LAG,KM 5 MTN MAST,KTU 971 XV,BUS,COM,TYT,SIENNA,OZO BEST TRANSPORT,,,SPV & LOC,0,0,0,0,0,0,1,0,0,1,6,2,0,0,8
177,3,RS11.21,16/07/2019,0420,0425,0430,5,ORE - LAG,KM 45 KAJOLA BRIDGE,KRD 456 XY,LUX  BUS,COM,M/BENZ,LUX BUS,GENESIS MOTOR,,,SPV & LOC,26,4,0,0,30,3,0,0,0,3,29,4,0,0,33
180,1,RS11.22,02/07/2019,0032,0035,0038,3,OWO - IKR,600 M B4 OWO LOCAL GOVT. SECRETARIAT,FKJ 142 XX & TAK 828 XB,BUS & TRL,2 COM,YUTONG ZK & SHALMAN,BUS & TRL,,,,SPV & OBS,13,0,0,0,13,1,0,0,0,1,52,0,0,0,52
181,2,RS11.22,03/07/2019,0901,0922,0931,9,OWO - AKR,KM 15 B4 AMURIN ,KER 142 XX,CAR,COM,TYT,PREVIA,,,,TBT,4,1,0,0,5,1,1,0,1,3,6,2,0,1,9
182,3,RS11.22,03/07/2019,1735,1806,1813,7,OWO - AKR,KM 12 AFTER EMURE ILE,WWW 226 MW,CAR,PVT,TYT,AVENSIS,,,,SPV,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
183,4,RS11.22,12/07/2019,1214,1218,1220,2,OWO - AKR,KM 1.28 NIPCO FILLING STATION,ANG 442 XA,BUS,COM,SUZUKI,MINI BUS,,,,SPV,1,0,0,0,1,0,0,0,0,0,2,0,0,0,2
184,5,RS11.22,13/07/2019,0731,0733,0753,20,OWO - AKR,KM 25 B4 OGBESE,KJA 589 FH & AE 52 TUN,BUS & CAR,2 COM,TYT & NISSAN,SIENNA & PRIMERA,,,,SPV,1,3,0,0,4,1,1,0,0,2,3,4,0,0,7
185,6,RS11.22,15/07/2019,0651,0653,0655,2,OWO - AKR,KM 5 B4 POLY GATE,AGL 969 XN & WWW 907 AE,TRK & CAR,2 COM,SCANIA & NISSAN,TRK & PRIMERA,,,,SPV & LOC,1,0,0,0,1,0,0,0,0,0,4,0,0,0,4
186,7,RS11.22,26/07/2019,1720,1738,1748,10,OWO - AKR,KM 12 AFTER EMURE ,KAK 417 XA & NO NOS,2 CAR,COM & PVT,NISSAN & TYT,ALMERA & COROLLA,,,,WOV,1,0,0,0,1,0,0,0,0,0,9,0,0,0,9
188,1,RS11.23,03/07/2019,0530,0535,0600,15,IKR - OWO,KM 30 OSE-OBA,XLA 23 XB & FST 25 XC,BUS & LUX BUS,2 COM,TYT & M/BENZ,HIACE & LUX BUS,,,,SPV,13,1,0,0,14,0,0,0,0,0,43,8,0,0,51
189,2,RS11.23,04/07/2019,1230,1245,1315,30,IKR - ADO,KM 6 OGBAGI,SMK 19 DV,BUS,COM,TYT,SIENNA,,,,TBT,4,3,0,0,7,0,0,0,0,0,4,3,0,0,7
190,3,RS11.23,13/07/2019,2018,2020,2025,5,IKR -ISUA,KM 3 UGBE,2 NO NOS,TRK & BIKE,2 COM,TRK & BAJAJ,TRK & BOXERS,,,,SPV,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1
191,4,RS11.23,19/07/2019,1940,1941,1943,2,IKR - OWO,100M INFRONT OF WEMA BANK,NO NOS,BIKE,COM,BAJAJ,BOXERS,,,,SPV,2,0,0,0,2,0,0,0,0,0,2,1,0,0,3
192,5,RS11.23,26/07/2019,0950,0951,0953,2,IKR - OWO,KM 1 OPP POLARIS BANK,2 NO NOS & JJJ 203 CU,2 BIKE &  CAR,2 COM & PVT,2 BAJAJ & MAZDA,2 BOXERS & 626,,,,UPD,2,0,0,0,2,0,0,0,0,0,5,0,0,0,5
193,6,RS11.23,31/07/2019,0213,0235,0256,21,IKR - OWO,KM 25 OBA AKOKO,LGB 539 XA & XC 680 BAU,BUS & TRL,2 COM,TYT & DAF,HIACE & TRL,,,,SPV,2,1,0,0,3,1,1,0,0,2,10,8,0,0,18
195,1,RS11.24,06/07/2019,1915,1930,1945,15,OND - ORE,KM 11 IGUSHI FRM IFE ROUND ABOUT,QEKY 502 XC & NO NOS,BUS & BIKE,2  COM,TYUT & HAOJUE,HIACE & SUZUKI,,,,SPV,0,1,0,0,1,0,0,0,0,0,1,1,0,0,2
196,2,RS11.24,13/07/2019,0709,0711,0721,10,OND - ORE,KM 17 IGBADO,JJJ 54 CH & SMK 405 DX,2 CAR,COM & PVT,V/WAGEN & HONDA,GOLF & ACCORD,,,,SPV,4,0,0,0,4,0,1,0,0,1,4,1,0,0,5
197,3,RS11.24,22/07/2019,0627,0631,0635,4,OND - AKR,KM 1 AKINJAGUNLA,REL 135 WE & NO NOS,2 BIKE,2 COM,HONDA & TVS,2 BIKE,,,,SPV,1,1,0,0,2,0,0,0,0,0,2,1,0,0,3
198,4,RS11.24,23/07/2019,1726,1731,1741,10,OND - ORE,KM 22 IGBADO,EPE 199 XP & EKY 240 DU,BUS & CAR,COM & PVT,2 TYT,HIACE & VENZA,,,,SPV,6,0,0,0,6,0,0,0,0,0,16,0,0,0,16
200,1,RS11.25,05/07/2019,2150,2155,2159,4,IFON-OWO,KM5 OMIALAFA,BDG275CZ & KJA417,BUS & BIKE,COM & PVT,TYT & BAJAJ,PREVIA & BOXERS,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,2,RS11.25,27/07/2019,0910,0912,0914,2,IFON-OWO,KM3 OMIALAFA,BURNT,TNK,COM,TNK,TNK,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,1,RS11.2,01/08/2019,0925,0930,0938,8,AKR - IPT,KM 1 COOP COCOA ,NO NOS,CAR,PVT,TYT,CORLLA,,,,SPV,0,0,0,0,0,1,0,0,0,1,2,0,0,0,2
214,2,RS11.2,02/08/2019,2115,2121,2134,13,AKR - T/SHIP,KM 4.5 WEXFORD COLLEGE,AY 181 AKR,CAR,PVT,NISSAN,MAXIMA,,,,SPV,1,1,2,0,4,0,0,0,0,0,1,1,2,0,4
215,3,RS11.2,29/08/2019,2232,2240,2248,8,AKR - T/SHIP,KM 15 BESIDE GOV'S OFFICE AKURE,AKD 919 FQ & LND 327 IN,2 CAR,2 PVT,TYT & LEXUS,CAMRY & 300,,,,SPV,1,0,0,0,1,0,0,0,0,0,7,0,0,0,7
217,1,RS11.21,02/08/2018,1010,1025,1040,15,ORE - OND,SABO MARKET JUNCTION ,"VM 308 KJA, NND 529 XA, GWA 591 YM & NO NOS","2 CAR, BUS TNK",2 PVT & 2 COM,"2 V/WAGEN, TYT & DAF","GOLF, BUS, GOLF & TNK",,,,SPV,1,1,0,0,2,0,0,0,0,0,18,11,0,0,29
218,2,RS11.21,12/08/2019,1015,1016,1017,1,ORE - BEN,KM 3,KET 17 EG,BUS,COM,TYT,HIACE,,,,SPV & LOC,1,0,0,0,1,0,0,0,0,0,9,6,0,0,15
219,3,RS11.21,12/08/2019,1445,1446,1450,4,ORE - BEN,KM4,KTP 586 RG,CAR,PVT,TYT,PICNIC,,,,SPV & LOC,1,0,0,0,1,0,0,0,0,0,8,3,0,0,11
220,4,RS11.21,15/08/2019,1627,1632,1637,5,ORE - LAG,KM 1,GGE 505 ZM,TRK,COM,TRK,TRK,,,,MDV & LOC,0,1,0,0,1,0,0,0,0,0,2,1,0,0,3
221,5,RS11.21,21/08/2019,0948,1003,1015,12,ORE - BEN,NAROWI JUNCTION,KRD 974 MG,BUS,COM,TYT,SIENNA,,,,TBT,3,0,0,0,3,0,1,0,1,2,3,1,0,1,5
222,6,RS11.21,21/08/2019,1450,1450,1452,2,ORE - BEN,0,WER 266 ZZ,BUS,COM,TYT,HIACE,,,,SPV & LOC,3,11,0,2,16,0,0,0,0,0,3,11,0,2,16
223,7,RS11.21,28/08/2019,1202,1208,1222,14,LAG - ORE ,KM 22 EXPRESSWAY,EKY 553 XB & LND 479 XQ,TNK & BUS,2 COM,MACK & TYT,TNK,HIACE,,,LOC & SPV,3,8,0,0,11,2,0,0,1,3,5,8,0,1,14
225,1,RS11.22,09/08/2019,1830,1838,1858,20,OWO - AKR,KM 30 BOLORUNDURO JUNCTION,ENU 765 QF & NO NOS,BIKE & TRL,2 COM,HAOJUE & TRL,BIKE & TRL,,,,SPV,0,0,0,0,0,1,0,0,0,1,2,0,0,0,2
226,2,RS11.22,13/08/2019,1306,1308,1311,3,OWO - IKR,KM 1  BESIDE SCHL OF BLIND,ABS 206 XA & KAA 126 VW,TRK & BIKE,2 COM,SHACMAN & BAJAJ,F2000 & BOXERS,,,,SPV & BRD,0,0,0,0,0,0,0,1,0,1,3,1,1,0,5
227,3,RS11.22,16/08/2019,0620,0643,0648,5,OWO - IKR,KM 11 WATER WORKS ,FKL 178YE & MUS 129 ,TRK & BUS,2 COM,DAF &TYT,TRK & BUS,,,,SOS & SPV,1,0,0,0,1,0,0,0,0,0,10,3,0,0,13
228,4,RS11.22,22/08/2019,0852,0900,0915,15,OWO - AKR,KM 28 BEFORE OGBESE BRIDGE,ALK 583 XA & FGB 729 XA ,BUS & TRK,2 COM,TYT & MAN 220,HAICE & TRK,,,,SPV & LOC,10,0,0,0,10,1,0,0,0,1,12,0,0,0,12
229,5,RS11.22,30/08/2019,1017,1026,1038,12,OWO - AKR,KM 28 BEFORE OGBESE BRIDGE,KAK 845 XA & KSF 792 AJ,BUS & CAR,COM & PVT,2 TYT,HAICE & CAMRY,,,,TBT & LOC,7,3,0,1,11,1,0,0,0,1,8,4,0,1,13
231,1,RS11.23,02/08/2019,1742,1746,1800,14,IKR - OWO,KM 15 AKUNGBA,ARD 15 BJ & NO NOS,2 CAR,2 PVT,TYT & V/WAGEN,AVENSIS & GOLF,,,,SPV,4,0,0,0,4,0,0,0,0,0,4,0,0,0,4
232,2,RS11.23,06/08/2019,0800,0810,0835,25,IKR - AJW,KM 25 IGEDEGEDE BRIDGE,JB 433 WA,BUS & TRK,COM,MAZDA,BUS,,,,SPV,3,0,0,0,3,1,0,0,0,1,4,0,0,0,4
233,3,RS11.23,07/08/2019,0436,0442,0447,5,IKR - ISUA,410 METERS ,BRT 99 XA  UNKNOWN,BUS & TRK,2 COM,PGT,J5,,,,SPV,9,0,0,0,9,0,0,0,0,0,23,1,0,0,24
234,4,RS11.23,08/08/2019,1120,1125,1140,15,IKR OWO,KM 25 OBA AKOKO,AKD 232 XC & USS 52 XA,BUS & TNK,2 COM,DAF & TYT,TNK& HAICE,,,,SPV ?& LOC,2,5,0,0,7,0,0,0,0,0,5,13,7,8,33
235,5,RS11.23,17/08/2019,1920,1925,1940,15,IKR - OWO,KM 25 OSE OBA AKOKO,XE 201 AKD,TRL,COM,HOWO SINO,TRL,,,,SPV & LOC,1,0,0,0,1,0,0,0,0,0,3,0,0,0,3
236,6,RS11.23,24/08/2019,1046,1049,1053,4,OKA - AKUNGBA,KM 7 IWARO OKA AKOKO,TANK,TRL,COM,DAF,TRL,,,,BFL,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
238,1,RS11.24,08/08/2019,0914,0948,0957,9,OND - AKR,KM 11 IFE ROUND ABOUT,XQ 974 AGL & ABC 793 ZV,BUS & P/UP,2 COM,2 TYT,HIACE & CABSTER,,,,SPV,1,1,0,0,2,0,1,0,0,1,11,7,0,0,18
239,2,RS11.24,24/08/2019,1542,1545,1600,15,OND - AKR,KM 12 BOLORUNOKU IFE ROUND ABOUT,LND 648 FM & KRD 868 BP,BUS & CAR,2 PVT,TYT & V/WAGEN,PICNIC & GOLF,,,,SPV,3,1,0,0,4,0,0,0,0,0,3,1,0,0,4
241,1,RS11.25,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,2,RS11.25,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254,1,RS11.2,01/09/2019,0958,1003,1008,5,AKR - OWO,KM 2 ONYARUGBULEM JUNCTION,KTP 821 RG & NO NOS,BUS & BIKE,2 COM,TYT & BAJAJ,IPSUM & BOXERS,,,,LOC,0,1,0,0,1,0,0,0,0,0,3,2,1,0,6
255,2,RS11.2,05/09/2019,1155,1205,1212,7,AKR - OWO,KM 6 POWERLINE SHASHA,APP 456 CH & FF 857 WV,CAR & BIKE,PVT & COM,TYT & TVS,CAMRY & BIKE,,,,SLV,1,0,0,0,1,2,0,0,0,2,3,0,0,0,3
256,3,RS11.2,05/09/2019,2115,2120,2125,5,AKR - OWO,KM3 OLUFORM AKURE,FGB 454 XB & XC 607 KJA,CAR & TRK,PVT & COM,NISSAN & MACK,ALMERA & TIPPER,,,,SPV,0,1,0,0,1,0,0,0,0,0,3,2,0,0,5
257,4,RS11.2,06/09/2019,0915,0935,0947,12,AKR - IPT,KM 25 IGBARA OKE,AAA 261 FB & JHN 285 XA,CAR & BUS,2 COM,HONDA & TYT,CROSS TOUR & HAICE,,,,SPV & WOV,8,11,0,0,19,0,0,0,0,0,10,11,1,2,24
258,5,RS11.2,07/09/2019,0528,0601,0605,4,AKR - OWO,OPP NNPC MEGA STATION,LSR 652 CQ & ,CAR,PVT,NISSAN ,XTERRA,,,,SLV & LOC,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
259,6,RS11.2,08/09/2019,1815,1820,1827,7,AKR - OWO,KM 2 ONYARUGBULEM JUNCTION,JTA 783 XA & NO NOS,CAR & BIKE,2 COM,V/WAGEN & BAJAJ,GOLF & BOXERS,,,,SPV,2,1,1,0,4,1,0,0,0,1,3,1,1,0,5
260,7,RS11.2,08/09/2019,2000,2005,2010,5,AKR - IPT,ROADBLOCK JUNCTION,SUA 924 XA,BIKE,COM,TVS,BIKE,,,,SLV & LOC,1,1,0,0,2,0,0,0,0,0,1,1,0,0,2
261,8,RS11.2,13/09/2019,1145,1149,1155,6,AKR - OWO,KM 2 ONYARUGBULEM JUNCTION,FST 112 XX (HIT & RUN),TRL,COM,DAF,TRL,,,,SPV,1,0,0,0,1,0,0,0,0,0,3,0,0,0,3
262,9,RS11.2,14/09/2019,1315,1332,1345,13,AKR - IPT,KM 7 IGBARA OKE,FG 430 V01 & NO NOS,2 TRK,GOV & COM,IVECO & MAN DIESEL,2 TRK,,,,SLV,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
263,10,RS11.2,15/09/2019,0949,0950,0952,2,AKR - IPT,INFRONT OF FUTA NORTH GATE,AKR 164 VR,BIKE,COM,HONDA ,BIKE,,,,SPV,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
264,11,RS11.2,20/09/2019,2105,2112,2120,8,AKR - OWO,INFRONT OF NNPC ,AT 784 AKR & XA 226 FSK,CAR & BUS,PVT & COM,HONDA & PGT,ACCORD & J5,,,,"DUI, SLV & SPV",5,2,0,0,7,0,0,0,0,0,5,2,0,0,7
265,12,RS11.2,22/09/2019,S1855,1920,1930,10,AKR - OWO,OYIN BEFORE BOLORUNDURO,AGL 539 XL,BUS,COM,NISSAN,BUS,,,,SLV & LOC,5,0,0,0,5,0,0,0,0,0,5,0,0,0,5
267,1,RS11.21,05/09/2019,0710,0715,0725,10,ORE - LAG,KM 3 SHOWBOY,BDR 741 AS & NO NOS,CAR & TRL,PVT & COM,V/WAGEN & HOWO,PASSAT & TRL,,,,DGD,1,0,0,0,1,0,0,0,0,0,2,1,0,0,3
268,2,RS11.21,10/09/2019,0800,0840,0900,20,ORE - LAG,KM 15 ASEJIRE BRIDGE,2 NO NOS,2 TRL,2 COM,DAF & BENZ,2 TRL,,,,DGD,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1
269,3,RS11.21,11/09/2019,1240,1245,1300,15,ORE - LAG,KM 10 OMOTOSHO BRIDGE,RSH 351 XN,BUS,COM,TYT,SIENNA,,,,SPV,3,1,0,0,4,1,0,0,0,1,4,1,0,0,5
270,4,RS11.21,12/09/2019,1430,1440,1440,0,ORE - IJEBU ODE,KM 29 FROM ORE,KTP 608 RG,CAR,COM,V/WAGEN,VENTO,,,,TBT & SPV,2,1,0,0,3,2,0,0,0,2,4,1,0,0,5
271,5,RS11.21,16/09/2019,1350,1355,1400,5,ORE - LAG,KM 35 LEVANT CONST COMP,FEE 712 XA & KSF 834 XW,2 BUS,2 COM,VANETTE & TYT,BUS & HIACE,,,,SPV,2,0,0,0,2,0,0,0,0,0,12,5,2,2,21
272,6,RS11.21,17/09/2019,0710,0715,0725,10,ORE - LAG,KM 46 ADEWUNLE AREA,AKL 930 YY & FGB 747 XA,BUS & TRL,2 COM,TYT & MAN DIESEL,HIACE & TRL,,,,SPV & WOV,2,3,2,0,7,3,2,0,0,5,6,5,2,0,13
274,1,RS11.22,06/09/2019,1513,1515,1517,2,OWO - IKR,KM 1 SCHOOL OF BLIND,2 NO NOS (HIT & RUN),TRL & BIKE,2 COM,MACK & BAJAJ,TRL & BOXERS,,,,SPV,0,0,0,0,0,0,1,0,0,1,3,1,0,0,4
275,2,RS11.22,09/09/2019,1730,1737,1748,11,OWO - T/SHIP,UJIMA JUNCTION IYERE,RSH 440 ZA & NO NOS,BUS & BIKE,2 COM,TYT & BAJAJ,SIENNA & BOXERS,,,,SPV & LOC,1,0,0,0,1,0,0,0,0,0,6,3,0,0,9
276,3,RS11.22,11/09/2019,0812,0815,0820,5,OWO - AKR,KM 10 AMURIN,AKR 135 YT & XA 818 NNT,2 CAR,2 COM,2 V/WAGEN,2 GOLF,,,,WOV & LOC,0,0,0,0,0,0,0,0,0,0,3,2,0,0,5
277,4,RS11.22,11/09/2019,1951,1953,1955,2,OWO - IKR,1.5 KM BESIDE EBINCO PETROL STATION,JJJ 545 XL,TNK,COM,MAN DIESEL,TAN,,,,SPV,1,0,0,0,1,0,0,0,0,0,3,0,0,0,3
278,5,RS11.22,11/09/2019,2355,2357,2359,2,OWO - AKR,KM 1.5 OPP JOF FARM,SMK 316 XR  & FNN 325 QA,TRK & BIKE,2 COM,DAF & DAYLONG,TRK & BIKE,,,,OBS,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
279,6,RS11.22,17/09/2019,2237,2245,2257,12,OWO - IKR,KM 18 AFTER AGO PANU,EA 363 AAA,BUS,COM,TYT,BUS,,,,DAD &  LOC,2,0,0,0,2,0,0,0,0,0,2,0,0,0,2
280,7,RS11.22,22/09/2019,1740,1751,1756,5,OWO - T/SHIP,KM 8 AFTER IYERE CENTRAL MOSQUE,AL 256 WWW & WWW 292 WT,CAR & BIKE,PVT & COM,V/WAGEN & BAJAJ,AUDI & BOXERS,,,,DGD,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2
282,1,RS11.23,07/09/2019,1736,1743,1753,10,OKA - ISUA,KM 7 OKIA FROM OKA,DAL 849 XA,TRK,COM,MACK,TRK,,,,BFL,2,0,0,0,2,0,0,0,0,0,3,0,0,0,3
283,2,RS11.23,16/09/2019,1820,1825,1830,5,IKR - AJOWA,KM 7 GREAT CORNERSTONE JUNCTION,KJA 879 ET & FST 906 XR,CAR & JEEP,2 PVT,TYT & MISTU,AVENSIS & L200,,,,BFL & SPV,1,0,0,0,1,0,0,0,0,0,2,1,0,0,3
284,3,RS11.23,20/09/2019,1150,1200,1210,10,OKA - AKUNGBA,KM 5 IWARO JUNCTION,2 NO NOS,2 TRK,COM & GOV,HOWO & MACK,2 TRK,,,,BFL,1,0,0,0,1,1,0,0,0,1,6,0,0,0,6
285,4,RS11.23,26/09/2019,2045,2055,2017,12,OKA - ISUA,OKIA BEND,KMC 75 XP,TRK,COM,MACK,TRK,,,,LOC,5,0,0,0,5,0,0,0,0,0,10,0,0,0,10
287,1,RS11.24,01/09/2019,1717,1719,1727,8,OND - ORE,KM 9 INDICO FROM IFE ROUNDABOUT,GGE 643 XP & FB 282 ABJ,BUS & CAR,COM & PVT,TYT & KIA,HIACE & CAR,,,,SPV,1,0,0,0,1,0,0,0,0,0,3,3,0,0,6
288,2,RS11.24,01/09/2019,1654,1701,1711,10,OND - IFE,KM 11 PELE FROM IFE ROUNDABOUT,KTU 436 XW & NO NOS,BUS & BIKE,2 COM,TYT & BAJAJ,SIENNA & BOXERS,,,,SPV,3,0,0,0,3,0,0,0,0,0,6,3,0,0,9
289,3,RS11.24,10/09/2019,1042,1055,1108,13,OND - ORE,KM 12 GBAGBE FROM IFE ROUNDABOUT,USL 736 TP,CAR,PVT,TYT,PRIVIA,,,,SPV,5,1,0,0,6,0,0,0,0,0,5,2,0,0,7
290,4,RS11.24,16/09/2019,0910,0943,0957,14,OND - AKR,KM6 AKINVIC HOTAL FROM IFE ROUNDABOUT,FFF 939 UL & EKY 603 FU,TRICYCLE & CAR,COM & PVT,TVS & LEXUS,TRICYCLE & RS350,,,,SPV,1,0,0,0,1,0,0,0,0,0,2,0,0,0,2
291,5,RS11.24,21/09/2019,1730,1757,1811,14,OND - AKR,KM6 BAPTIST JUNCTION FROM IFE ROUNDABOUT,HIT & RUN,0,0,0,0,,,,SPV,0,0,0,0,0,1,0,0,0,1,2,0,0,0,2
292,6,RS11.24,24/09/2019,0810,0843,0857,10,OND - ORE,GBAGBE,LND 971 XW,BUS,COM,MAZDA,BUS,,,,SPV,1,0,0,0,1,1,0,0,0,1,2,0,0,0,2
294,1,RS11.25,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
295,2,RS11.25,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309,2,RS11.2,04/10/2019,0508,0540,0555,15,AKR - T/SHIP,KM 3.6 OYEMEKUN ROAD CHAMPION JUNCTION,XM 985 AKR  & NO NOS,TRK  & CAR,COM & PVT,TATA & LEXUS,TRK & ES360,,,,SPV & LOC,2,0,0,0,2,2,1,0,0,3,4,1,0,0,5
310,3,RS11.2,05/10/2019,0858,0900,0903,3,AKR - OND,KM 3 TOTAL FILLING STATION ONDO ROAD,QS 307 AKR & AMK 900 AA,BIKE & CAR,COM & PVT,BAJAJ & BENZ,BOXERS & C240,,,,SPV & LOC,1,1,0,0,2,0,0,0,0,0,2,1,0,0,3
311,4,RS11.2,09/10/2019,2233,2249,2305,16,AKR - IPT,IGBARA OKE SHASHA MARKET,2 NO NOS,TRL & BUS,2 COM,DAF & MAZDA,TRL & BUS,,,,SPV & LOC,2,0,0,0,2,1,1,0,0,2,4,1,0,0,5
312,5,RS11.2,12/10/2019,1415,1420,1426,6,AKR - OND,KM 5.2 OPP AYUS HOTEL ONDO ROAD,LSR 452 BG & KTP 312 XA,CAR & BUS,2 PVT,2 TYT,CAMRY & PICNIC,,,,UPD & SPV,2,0,0,0,2,0,0,0,0,0,2,0,0,0,2
313,6,RS11.2,23/10/2019,1600,1615,1630,15,AKR - IPT,ERO,NO NOS,CAR,PVT,BENZ,800,,,,TBT,3,0,0,0,3,0,0,0,0,0,3,0,0,0,3
315,1,RS11.21,08/10/2019,1705,1706,1715,9,ORE -  BEN,KM 23 NIFO,AYB 253 AH,BUS,COM,TYT,SIENNA,,,,SPV & LOC,0,1,0,0,1,0,0,0,0,0,5,1,0,0,6
316,2,RS11.21,10/10/2019,1335,1345,1352,7,ORE - LAG,KM 10 MTN MAST NIFO,AGB 141 YV,BUS,COM,TYT,HAICE,,,,TBT & LOC,5,0,2,1,8,0,1,0,0,1,10,5,2,1,18
317,3,RS11.21,20/10/2019,1245,1301,1314,13,ORE - LAG,AFTER NAROWI,AKU 03 YU & RU 526 FZE,BUS & TRK,2 COM,TYT & MARK,HAICE & TRK,,,,BFL,0,4,3,0,7,0,0,0,0,0,5,4,4,0,13
318,4,RS11.21,27/10/2019,1620,1625,1630,5,ORE - LAG,KM 5 MTN MAST ORE,691 XA,BUS,COM ,TYT,HAICE,,,,SPV,1,2,0,0,3,0,0,0,0,0,6,8,0,0,14
320,1,RS11.22,08/10/2019,0918,0941,0953,12,OWO - AKR,BOLORUNDURO,GBL 06 XA & AKR 02 AG,TRK & CAR,COM & PVT,IVECO & TYT,TRK & COROLLA,,,,BRD,0,0,0,0,0,0,0,0,0,0,5,3,0,0,8
321,2,RS11.22,11/10/2019,1832,1849,1900,11,OWO - AKR,KM 14 USO,RSD 480 XA,CAR,COM,NISSAN,SERENA,,,,TBT,2,1,0,0,3,0,0,0,0,0,4,2,0,0,6
322,3,RS11.22,17/10/2019,1300,1305,1310,5,OWO - IFON,KM 17 OYOYO VILLAGE,MRD 341 XA & BDG 330 AJ,2 BUS,2 COM,TYT & FIAT,HAICE & DUCATO,,,,SPV,15,0,0,0,15,3,0,0,0,3,18,0,0,0,18
323,4,RS11.22,17/10/2019,2110,2126,2137,11,OWO - AKR,KM 10 AMURIN,NO NOS & HIT & RUN,BIKE,COM,BAJAJ,BOXERS ,,,,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,2
324,5,RS11.22,19/10/2019,1120,1126,1136,10,OWO - AKR,KM 10 OPP VIO OFFICE,KSF 805 XS,BUS,COM,FOTON,BUS,,,,TBT,2,3,0,0,5,0,0,0,0,0,2,3,0,0,5
325,6,RS11.22,23/10/2019,0740,0740,0753,8,OWO - AKR,KM 17 AMURIN,LSR 349 XY & XA 83 WNR,LUX BUS & TRL,2 COM,YUTONG & DAF,ZK612001 & TRL,,,,OBS & LOC,0,0,0,0,0,0,0,0,0,0,40,2,0,0,42
327,1,RS11.23,06/10/2019,1345,1400,1408,8,OKA - IWARO,KM6 FROM OKA,NO NOS,TRK,COM,HOWO,TRK,,,,BFL,1,0,0,0,1,0,1,0,0,1,2,0,0,0,2
328,2,RS11.23,19/10/2019,1115,1120,1132,12,OKA - AKUNGBA,KM 6 IWARO OKA,YKF 960 XA,TRK,COM,SHACMAN,TRK,,,,BFL,0,0,0,0,0,2,0,0,0,2,2,0,0,0,2
329,3,RS11.23,21/10/2019,1450,1455,1510,15,IKR - ISUA,KM 5 UGBE JUNCTION GENERAL HOSPITAL JUNCTION,LSR 921 FP & NO NOS,CAR & BIKE,PVT & COM,TYT & JINCHENG,CAMRY & BIKE,,,,SPV,0,0,0,0,0,1,0,0,0,1,2,0,0,0,2
330,4,RS11.23,23/10/2019,1230,1235,1241,6,IKR - ISUA,KM 5 UGBE JUNCTION GENERAL HOSPITAL JUNCTION,45W-75FG & NO NOS,JEEP &  BIKE,GOV  & COM,TYT & BAJAJ,LAND CRUISER & BOXERS,,,,SPV,1,0,0,0,1,0,0,0,0,0,2,0,0,0,2
