key_0,location,vehicle_no,vehicle_type,vehicle_cat,vehicle_make,vehicle_model,no_injured_male_adult,no_injured_female_adult,no_injured_male_child,no_injured_female_child,total_injured,no_killed_male_adult,no_killed_female_adult,no_killed_male_child,no_killed_female_child,total_killed,no_involved_male_adult,no_involved_female_adult,no_involved_male_child,no_involved_female_child,total_involved,month,day,year,report_minus_crash,arrival_minus_crash,arrival_minus_report,no_automobile,hour,route:from,route:to,BDR,BFL,BRD,DAD,DGD,DOT,DUI,FEV,FQT,FTG,FTQ,LOC,LSV,MDV,OBS,OTH,OVL,ROB,ROV,RTV,RUN,SLV,SOS,SPV,TBT,TYB,UPD,WOT,WOV
849,INFRONT OF FRSC,EZ 391 ABC & AKR 921 VM,CAR & BIKE,PVT & COM,KIA &HONDA,OPTIMAL &BIKE,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,3,28,2020,0,0,0,2,14,AKR,IPT,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
850,KM 2 OLUFOAM JUNCTION,KJA 772 XD & REE 261 VS,CAR & BIKE,PVT & COM,M/BENZ & TVS,CAR & BIKE,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,3.0,3,29,2020,240,480,240,2,17,AKR,OWO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
851,NTA AREA,KTU 561 XD,P/UP & BIKE,2 COM,NISSAN,P/UP,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,3.0,3,30,2020,1260,2220,960,2,7,AKR,OND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
431,KM 25 OGBESE,"KFR 91 XA, AKR 772 AJ & NO NOS","BUS, CAR & BIKE",3 COM,"PGT, NISSAN & SUZUKI","DUCATO 20, PRIMERA & HAOJUE",3.0,2.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,2.0,5.0,3.0,0.0,0.0,8.0,3,21,2018,1920,2760,840,3,17,OWO,AKR,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
432,KM 12 IMODE,NO NOS,BIKE,COM,SUZUKI ,HAOJUE,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,3,22,2018,300,660,360,1,19,OWO,T/SHIP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
442,KM 2 OPP JOHNDEAK FILLING STATION,AK 986 TRN & NO NOS,CAR & BIKE,PVT & COM,TYT & BYLONG,CAMRY & BIKE,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,4.0,3,25,2018,240,660,420,2,17,IKR,AJOWA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
861,KM 5 FROM BASE,REE 122 XA,BUS,COM,TYT,HAICE,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,11.0,0.0,15.0,3,21,2020,300,600,300,1,10,IKR,IBOROPA,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
434,KM 7 AFTER TISCO,XK 427 SMK & TWD 433 XA,TRK & TRL,2 COM,DAF 2800 & SHACMAN F2000,YTR & TRL,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,3,26,2018,0,420,420,2,13,OWO,AKR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
435,KM 7 AFTER TISCO,FGE 536 ZS,BUS,COM,TYT,HIACE,3.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,17.0,2.0,0.0,0.0,19.0,3,29,2018,300,1200,900,1,22,OWO,AKR,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
855,KM 4 SHOW BOY,NO NOS & KTP 690 AA,TRK & CAR,2 COM,HOWO & V/WAGEN,TRK & GOLF,2.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,5.0,2.0,0.0,0.0,7.0,3,20,2020,600,900,300,2,12,ORE,BEN,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
856,KM 10 OMIFON ,LND 713 LM,JEEP,PVT,PONTIAC VIBE,JEEP,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,3,24,2020,300,600,300,1,13,ORE,OND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
66,KM 3 CAROJI,KSF 727 XS,BUS,COM,TYT,HIACE,8.0,1.0,0.0,0.0,9.0,2.0,0.0,0.0,0.0,2.0,14.0,1.0,0.0,0.0,15.0,3,2,2017,180,600,420,1,4,ORE,BEN,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
441,KM 12 OPP POLICE STATION AYEGUNLE OKA,"AH 838 KRV, BL 674 AKD & NA 950 BOS",2 CAR & TRK,2 PVT & GOV,"TYT, HONDA & M/BENZ","COROLLA, ROVER & TRK",0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,1.0,7.0,3,17,2018,60,1080,1020,3,21,IKR,OWO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
92,KM 6 CAROSOJI,LND 529 XA & NLC 35 FCT,BUS & TRK,COM & GOV,TYT & DAF,HIACE & TRK,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,4.0,0.0,0.0,13.0,4,13,2017,600,960,360,2,17,ORE,BEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
100,KM 18 AMURIN,RSH 812 HF & AL 635 LKJ,2 CAR,2 PVT,2 TYT,CAMRY & CARINA,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,7.0,4,14,2017,360,780,420,2,13,OWO,AKR,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,KM 10 AGOPANU,XB 481 GWA & KRD 75 XU,BUS & TRK,2 COM,DAF & PGT,J5 & TRK,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,4.0,4,27,2017,5700,6060,360,2,4,OWO,IKR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
563,KM 55 AJEBAMIDELE,BJE 46 LG,BUS,COM,PGT,J5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4,3,2019,240,480,240,1,10,ORE,LAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
325,KM 3 OPP TECHNICAL SCHL,AKD 59 EG & WWW 120 XA,JEEP & CAR,PVT & COM,TYT & NISSAN,4 RUNNER & PRIMERA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,4,6,2018,300,1200,900,2,19,OWO,TSHIP,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
487,KM7 IGBA,REE 392 XA,BUS,COM,TYT,PICNIC,3.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,7.0,4,2,2018,1620,2160,540,1,13,OND,AKR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
62,KM 12 ERO,LSR 507 EM & XA 908 GKB,CAR & BUS,PVT  & COM,2 TYT,COROLLA & HIACE,4.0,4.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,9.0,8.0,0.0,0.0,17.0,4,2,2017,420,1200,780,2,12,AKR,IPT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
87,KM 4 AFTER FUTA GATE,HIT  & RUN & GBA 579 QF,BIKE,COM,HAOJUE,ELEGANT,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,4,28,2017,300,900,600,1,19,AKR,-IPT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
86,KM  SHASHA MARKET,KSF 974 DX & FGB 568 YH,CAR & BIKE,PVT & COM,TYT & TVS,CAMRY & BIKE,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,4.0,4,21,2017,240,600,360,2,20,AKR,OWO,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,KM 17 ILU ABO,KJA 905 EH,JEEP,PVT,HONDA,PICATO,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,4,18,2017,1500,2580,1080,1,13,AKR,OWO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
73,KM 2.5 OPP ECO BANK,WWW 77 XA & XA 303 KMC,TRK & BUS,2 COM,M/BENZ & PGT,TRK & J5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,4.0,6.0,24.0,4,2,2017,180,480,300,2,11,OWO,IFON,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
84,KM 1 OPP MANIA FILLING STATION,"LSR 846 BS, RYM 249 XA, KSF 655 DH & KS 496 BDG",2 CAR & 2 BUS,2 PVT & 2 COM,2 TYT & 2 PGT,"CAMRY, J5, COROLLA & J5",4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,9.0,4,16,2017,300,600,300,4,22,AKR,OWO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
93,KM 9 MTN MAST ,GGE 799 EF,BUS,PVT,TYT,SIENNA,3.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,6.0,4,18,2017,480,960,480,1,10,ORE,LAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
83,KM 2 OPP BADUK FILLING STATION,AGL 36 XG & MUS 676 BE,TRL & CAR,COM & PVT,MACK & V/WAGEN,TRL & PASSAT,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,6.0,4,16,2017,300,900,600,2,14,AKR,IPT,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286,KM 2 FRONT OF TIMBER GARAGE ,BKW 43 XA & KTU 239 XW,2 TRK,2 COM,MACK & DAF,TRK & TURBO TRK,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,4,7,2018,300,480,180,2,13,OWO,BEN,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,KM 3 OPP ST THOMAS EVENT CENTER,HZ 751 ABC,CAR,COM,HONDA,ACCORD,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,4,15,2017,0,0,0,1,13,AKR,OND,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
604,KM 6 OGBAGI,SMK 19 DV,BUS,COM,TYT,SIENNA,4.0,3.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,7.0,4,7,2019,900,2700,1800,1,12,IKR,ADO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
103,KM 18 OKIA VALLEY,XA 868 ABT,TRK,COM,DAF,TRK,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,4,14,2017,600,1560,960,1,4,IKR,ISUA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
478,KM17 IWARO HILL,MKA 271 ZF,VAN,COM,FIAT,VAN,2.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,4,2,2018,240,660,420,1,21,IKR,ISUA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,KM 2 ADEBOWALE GAS,FKY 285 XL & HF 224 AAA,TRL & CAR,COM & PVT,MACK & TYT,TRL & CORROLA,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,4,30,2017,120,600,480,2,8,AKR,T/SHIP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
557,KM 1.5 IN FRONT OF AKAD FILLING STATION,JTA 431 XA & BRD 145 XA,2 CAR,2 COM,2 NISSAN,2 ALMERA,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,4,3,2019,240,360,120,2,20,AKR,IPT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
358,KM 7 B4 EMURE,KJA 669 FD,CAR,PVT,TYT,CAMRY,1.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,4.0,4,27,2018,300,600,300,1,15,OWO,AKR,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
342,KM 13 ,"FST 95 DA, BSC 590 CN & AH 65 LEL",3 CAR,3 PVT,3 TYT,"CAMRY, PREVIA & SEQIUA",2.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,2.0,0.0,13.0,4,14,2018,600,1080,480,3,14,AKR,IPT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
499,KM32,LSD 209 CL,JEEP,PVT,HONDA,CRV,3.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,7.0,4,1,2019,1200,1800,600,1,9,ORE,LAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
98,KM 4 GRA,NO NOS & NO NOS,2 BIKE,2 COM,2 BAJAJ,2 BOXERS,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,4,13,2017,780,1080,300,2,16,OWO,T/SHIP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
57,KM 9 SOBE,AKR 086 XE & AKR 160 YZ,2 BUS,PVT & COM,2 TYT,SHARON & HIACE,8.0,7.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,10.0,16.0,0.0,0.0,26.0,4,1,2017,60,360,300,2,12,IFON,BEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
52,KM 21 OKE OKA,KUJ 359 GW,P/UP,COM,MIST,P/UP,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,4,1,2017,120,300,180,1,11,IKR,ISUA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
393,KM 5 AFTER ARMY CHECK POINT,JBD 77 XA & TOO 57 YB,BUS & CAR,2 COM,TYT & TURBO,HIACE & CAR,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,7.0,1.0,0.0,3.0,11.0,4,5,2018,1080,1620,540,2,4,OWO,IKR,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,KM 1.5 NIPCO FILLING STATION,NO NOS & JJJ 635 DK,BIKE & CAR,COM & PVT,BAJAJ & TYT,BOXERS & CAMRY,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,9.0,4,13,2017,180,360,180,2,17,OWO,AKR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
375,KM 9 INDICO JUNCTION,ABJ939EY   & NO NOS            ,"BUS, CAR",2 COM,2 TYT, CARMRY  &  PICNIC,4.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,9.0,8.0,0.0,0.0,17.0,4,25,2018,1020,1440,420,2,8,OND,ORE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
374,OFA JUNCTION,NO NOS & FST 472 XS,BIKE & TRL,2 COM,BOXERS & TRL,BOXERS & TRL,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,4,22,2018,1020,1440,420,2,13,OND,ORE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
373,KM 3 AKINJAGUNLA,KU 580 EKY & LSD 418 QB,CAR & BIKE,PVT & COM,NISSAN & HONDA,SUNNY & BIKE,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,4,19,2018,360,720,360,2,18,OND,AKR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
527,KM 9 ERO,FGB 353 JN & KSF 773 DF,BUS & CAR,2 COM,TRNASIT & VOLKSWAGEN,FORD & SHARON,4.0,1.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,1.0,5.0,2.0,0.0,0.0,7.0,4,2,2019,300,1860,1560,2,19,AKR,IPT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
367,KM 9 IMO BEND,AL 672 KJA & NO NOS,CAR & BIKE,PVT & COM,TYT & HAOJUE,CAMRY & SUZUKI,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,4,30,2018,120,720,600,2,20,IKR,AJOWA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
366,IWARO OKA,2 NO NOS,BUS & TRK,2 COM,PGT & SCANIA ,J5 & TRK,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,23.0,0.0,0.0,0.0,23.0,4,22,2018,420,960,540,2,16,IKR,ISUA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
341,KM 4 SHASHA,KKR 124 XA & AKD 970 AP,BUS & CAR,COM & PVT,FORD & V/WAGEN,TRANSIT & GOLF,3.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,5.0,4,13,2018,900,1800,900,2,21,AKR,OWO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
365,96M KEY STONE BANK,2  NO NOS,2 BIKE,2 COM,HAOJUE & BOXERS,SUZUKI & BAJAJ,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,4,16,2018,120,240,120,2,11,IKR,OWO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
363,KM 25 GEDEGEDE BRIGDE,LSD 369 XH,BUS,COM,PGT,J5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,4,13,2018,300,1140,840,1,10,IKR,AJOWA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360,KM 8 B4 EMURE ,AY 200 AKR & JBT 748 XA,CAR & TRK,PVT & COM,HONDA & HOWO,ACCORD & TRK,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,4.0,4,28,2018,180,600,420,2,8,OWO,AKR,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
359,KM 2 OPP FRSC OFFICE,AL 287 JRT & KTM 91 XQ,CAR & BUS,PVT & COM,BENZ & DUCATO,190 & BUS,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,17.0,4,27,2018,60,60,0,2,21,OWO,IKR,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357,KM 7 AGO PANU,LSD 157 XF & AGU 265 XA,BUS & CAR,2 COM,TYT &  MAZDA,HIACE &  323,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,4,21,2018,2160,2460,300,2,5,OWO,IKR,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
356,KM 11 FRM IKR JUNCTION,MKA 29 NJ & ADK 142 ZW,BUS & CAR ,PVT & COM,PGT & NISSAN,J5 & PRAVIA,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,5.0,4,17,2018,420,720,300,2,15,OWO,AKR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
351,KM 52,KRD 25 XS  &                  AGL 338 XN,BUS &                TRK,2 COM,TYT                    SCANNIA,HIACE & TRK,1.0,2.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,7.0,8.0,0.0,0.0,15.0,4,25,2018,300,600,300,2,11,ORE,LAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
350,KM 27 2ND BRIDGE,2 NO NOS,CAR & BUS,COM & PVT,2 TYT,COROLLA & HIACE,2.0,2.0,2.0,2.0,8.0,1.0,0.0,0.0,0.0,1.0,3.0,2.0,2.0,2.0,9.0,4,16,2018,600,1500,900,2,17,ORE,BEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
349,KM 4 TOLL GATE,KRD 152 XA,BUS,COM,TYT,HIACE,5.0,7.0,0.0,0.0,12.0,1.0,2.0,0.0,0.0,3.0,6.0,9.0,0.0,0.0,15.0,4,14,2018,300,660,360,1,19,ORE,LAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
454,KM 2  BYE PASS JUNCTION,AKR 659 QA,BIKE,COM,BOXERS,BOXERS,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4,2,2018,0,60,60,1,11,AKR,OND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
345,KM 1 SEBI JUCNTION,LSD 999 BK & AKR 588 VY,BUS & BIKE,PVT & COM,TYT & TVS,SIENA & BIKE,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,4,27,2018,120,300,180,2,13,AKR,OWO,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344,KM 1 APONMU JUNCTION,EPE 459 XN & LSD 388 XU,CAR & TRK,PVT & COM,TYT & BENZ,PREVIA & TRK,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,4,27,2018,900,1800,900,2,6,AKR,OND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
343,KM 1 BUTCHER JUNCTION,XB 628 AFN,BUS,COM,TYT,HIACE,12.0,1.0,1.0,2.0,16.0,1.0,0.0,0.0,0.0,1.0,13.0,1.0,1.0,2.0,17.0,4,22,2018,180,360,180,1,7,AKR,OWO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
364,KM 13 ETI ORO BEND,NO NOS & APP 914 XP,BIKE & BUS,2 COM,HAOJUE & TYT,SUZUKI & HAICE,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,3.0,4,14,2018,180,1080,900,2,16,IKR,OWO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
104,KM 18 OKIA VALLEY,01Z121FG & BEN 133 YQ,P/UP & BUS,GOV & COM,2 TYT,HILUX & HIACE,4.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,13.0,6.0,0.0,0.0,19.0,4,14,2017,300,1260,960,2,16,IKR,ISUA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
873,MOTHER & CHILD HOSPITL,NND 378 WX,BIKE,COM,HONDA,BIKE,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,4,21,2020,540,900,360,1,14,OND,ORE,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
151,KM 20 AJUE AXIS,"FST 585 XF, APP 543 XD & FKY 461 BX",2 TRK & BUS,2 COM & PVT,"MAN DIESEL, SCANIA & TYT","TRK, TRK & PICNIC",1.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,4.0,3.0,2.0,0.0,1.0,6.0,4,6,2017,1200,2400,1200,3,11,ORE,OND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
