,sn,command,date,crash_time,report_time,arrival_time,response_time,route,location,vehicle_no,vehicle_type,vehicle_cat,vehicle_make,vehicle_model,fleet_operator,name_of_driver,dl_no,causes,no_injured_male_adult,no_injured_female_adult,no_injured_male_child,no_injured_female_child,total_injured,no_killed_male_adult,no_killed_female_adult,no_killed_male_child,no_killed_female_child,total_killed,no_involved_male_adult,no_involved_female_adult,no_involved_male_child,no_involved_female_child,total_involved
280,3,RS11.22,18/03/2018,1520,1525,1530,5,OWO - AKR,KM 7 EMURE FRM IKARE JUCNTION,"AAA 585 XB, AGL 639 XA & XF 865 JJN",BUS & 2 TRL,3 COM,"PGT, DAF & MACK",BUS & 2 TRL,,,,BRD,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8
281,4,RS11.22,21/03/2018,1730,1802,1816,14,OWO - AKR,KM 25 OGBESE,"KFR 91 XA, AKR 772 AJ & NO NOS","BUS, CAR & BIKE",3 COM,"PGT, NISSAN & SUZUKI","DUCATO 20, PRIMERA & HAOJUE",,,,DGD,3,2,0,0,5,2,0,0,0,2,5,3,0,0,8
282,5,RS11.22,22/03/2018,1945,1950,1956,6,OWO - T/SHIP,KM 12 IMODE,NO NOS,BIKE,COM,SUZUKI ,HAOJUE,,,,SPV,1,0,0,0,1,0,1,0,0,1,1,1,0,0,2
283,6,RS11.22,24/03/2018,1211,1218,1223,5,OWO - IKR,KM 5 AGOPANU,KNA 06 LG & RSH 185 TS,BUS & JEEP,GOV & PVT,TYT & ISUZU,HIACE & AXIOM,,,,SPV & BRD,4,8,0,0,12,1,0,0,0,1,5,9,0,0,14
284,7,RS11.22,26/03/2018,1300,1300,1307,7,OWO - AKR,KM 7 AFTER TISCO,XK 427 SMK & TWD 433 XA,TRK & TRL,2 COM,DAF 2800 & SHACMAN F2000,YTR & TRL,,,,SPV,2,0,0,0,2,0,0,0,0,0,6,0,0,0,6
285,8,RS11.22,29/03/2018,2240,2245,2300,15,OWO - AKR,KM 7 AFTER TISCO,FGE 536 ZS,BUS,COM,TYT,HIACE,,,,SPV & BRD,3,2,0,0,5,0,0,0,0,0,17,2,0,0,19
287,1,RS11.23,01/03/2018,1447,1452,1458,6,IKR - OWO,KM 16 ETIORO,AKR 946 TE & KAA 241 VX,CAR & BIKE,PVT & COM,MISTB & BAJAJ,CAR & BIKE,,,,LOC & BFL,0,0,0,0,0,1,0,0,0,1,3,0,0,1,4
288,2,RS11.23,01/03/2018,1736,1738,1740,2,IKR - AJOWA,102 M OPP FORT OIL,NO NOS,BIKE & HIT & RUN,COM,BAJAJ,SUZUKI,,,,SPV,0,0,0,0,0,1,0,0,0,1,2,1,0,0,3
289,3,RS11.23,09/03/2018,1046,1048,1058,10,IKR - ADO,KM 22 FRM IKR,"MUS 623 AU, KUJ 86 ZF, FKJ 608 DZ & ABC 626 GB",3 BUS & CAR,4 PVT,4 TYT,"2 SIENNA, HIACE & CAMRY",,,,BFL,3,1,0,0,4,0,0,0,0,0,16,10,0,1,27
290,4,RS11.23,10/03/2018,1501,1504,1519,15,IKR - OWO,KM 19 MOPOL CHECK POINT OBA AKOKO,DY 847 SPR & BE 821 AKR,2 CAR ,2 PVT,MAZDA & NISSAN,323 & PREVIA,,,,WOV,8,2,0,0,10,0,0,0,0,0,11,2,0,0,13
291,5,RS11.23,11/03/2018,1934,1939,1949,10,IKR - ISUA,KM 21 OKIAH VALLEY,LSR 810 XS,TRK,COM,SCANIA,TRK,,,,BFL,1,2,0,0,3,0,0,0,0,0,2,2,0,0,4
292,6,RS11.23,17/03/2018,2101,2102,2119,17,IKR  - OWO,KM 12 OPP POLICE STATION AYEGUNLE OKA,"AH 838 KRV, BL 674 AKD & NA 950 BOS",2 CAR & TRK,2 PVT & GOV,"TYT, HONDA & M/BENZ","COROLLA, ROVER & TRK",NIG ARMY,,,WOV,0,1,0,1,2,0,0,0,0,0,5,1,0,1,7
293,7,RS11.23,25/03/2018,1701,1705,1712,7,IKR - AJOWA,KM 2 OPP JOHNDEAK FILLING STATION,AK 986 TRN & NO NOS,CAR & BIKE,PVT & COM,TYT & BYLONG,CAMRY & BIKE,,,,SPV,2,0,0,0,2,1,0,0,0,1,4,0,0,0,4
294,8,RS11.23,30/03/2018,1205,1212,1214,2,IKR - OWO,KM 3 MOUNTAIN OF SOLUTION,XE 548 KTN,BUS,COM,FIAT,J5,,,,BFL,2,0,0,0,2,0,0,0,0,0,2,0,0,0,2
295,9,RS11.23,30/03/2018,2310,2316,2321,5,IKR - OWO,KM 12 OMU - IYADUN LOKOJA GARAGE,"JA 132 ABC, ANG 31 LG & NO NOS","JEEP, TRK & CAR",2 PVT & GOV,2 TYT & MACK,"JEEP, TRK & CRC",,,,SPV,3,0,0,0,3,0,0,0,0,0,3,0,0,0,3
296,10,RS11.23,31/03/2018,1530,1535,1544,9,IKR - ISUA,KM 23 EPINMI,KAK 991 XA,BUS,COM,SUZUKI ,BUS,,,,SPV,10,0,0,0,10,0,0,0,0,0,11,0,0,0,11
298,1,RS11.24,01/03/2018,1649,1653,1704,11,OND - IFE,KM 6 IFE GARAGE,XP 97 KRD & NO NOS,TRK & BIKE,2 COM,MAN DIESEL & BAJAJ,TRK & BIKE,,,,SPV,1,0,1,0,2,0,0,0,0,0,2,0,1,0,3
299,2,RS11.24,03/03/2018,0634,0639,0644,5,OND - ORE,KM 17 IGBADO,FKJ 906 GF & XB 931 FGB,CAR & BUS,PVT & COM,2 TYT,CAMRY & HIACE,,,,SPV,2,6,0,0,8,0,0,0,0,0,8,11,0,0,19
300,3,RS11.24,05/03/2018,1121,1139,1144,5,OND - ORE,KM 11 ADEYEMI COLLEGE OF EDUCATION,FKJ 272 EY,CAR,PVT,TYT,CAMRY,,,,SPV,2,0,0,0,2,1,0,0,0,1,4,0,0,0,4
301,4,RS11.24,17/03/2018,2118,2121,2131,10,OND - AKR,KM 4 WOLE AYO JUNCTION,MEK 839 WW,BIKE,COM,HAOJUE,SUZUKI,,,,SPV,1,0,0,0,1,0,0,0,0,0,1,1,0,0,2
302,5,RS11.24,23/03/2018,1122,1131,1141,10,OND - ORE,KM 23 OWOYAYA,NO NOS & AKR 962 XA,BIKE & BUS,2 COM,HAOJUE & TYT,SUZUKI & HIACE,,,,SPV,1,1,0,0,2,0,0,0,0,0,9,8,0,0,17
303,6,RS11.24,24/03/2018,1004,1017,1024,7,OND - AKR,KM 18 ALAPA,"FKJ 04 EKY, AKR 962 XA & KTP 537 XA",2 CAR & BUS,PVT & 2 COM,"HONDA, TYT & MAZDA","ACCORD, HIACE & 323",,,,SPV,1,2,0,0,3,0,0,0,0,0,3,5,0,0,8
304,7,RS11.24,29/03/2018,1220,1243,1251,8,OND - ORE,KM 18 EGUNSIN,DUT 203 XA,TRK,COM,IVECO,TRK,,,,SPV,7,0,0,0,7,1,0,0,0,1,18,0,0,0,18
306,1,RS11.25,06/03/2018,2000,2010,2020,10,IFON - BEN,KM 1 OPP NEPA OFFICE,AE 656 GUS,CAR,PVT,AUDI,WAGON,,,,TBT,0,2,0,0,2,0,0,0,0,0,1,2,0,0,3
317,1,RS11.2,04/02/2018,1140,1140,1141,1,AKR - OND,KM 2  BYE PASS JUNCTION,AKR 659 QA,BIKE,COM,BOXERS,BOXERS,,,,SPV,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
318,2,RS11.2,13/02/2018,2020,2030,2035,5,AKR - T/SHIP,KM 2 FUTA SOUTH GATE JUNCTION,NO NOS,BIKE,COM,BOXERS,BOXERS,,,,SLV,1,0,0,0,1,0,0,0,0,0,3,0,0,0,3
319,3,RS11.2,16/02/2018,1642,1645,1650,5,AKR - OWO,KM 4 ADO JUCNTION,BU 191 BDG,P/UP,COM,TYT,P/UP,,,,SPV,1,0,0,0,1,0,0,0,0,0,2,0,0,0,2
320,4,RS11.2,25/02/2018,1525,1528,1535,7,AKR - OWO,KM 8 AIRPORT JUNCTION,0,2 CAR & TRK,2 PVT & COM,"KIA, TYT & MAN DIESEL","CAR, CARINA 2  & TRK",,,,SPV,0,0,0,0,0,0,0,0,0,0,12,1,1,0,14
321,5,RS11.2,25/02/2018,1924,1928,1930,2,AKR - IPT,KM 1 SCAB FILLING STATION,HIT & RUN,HIT & RUN,HIT & RUN,HIT & RUN,HIT & RUN,,,,SPV,1,0,0,0,1,0,0,0,0,0,2,0,0,0,2
323,1,RS11.21,01/02/2018,1424,1433,1441,8,ORE - BEN ,KM 17 COSTYAIN,LND 928 & EKY 780 XD,BUS & TRL,2 COM,TYT & MACK,HIACE & TRL,,,,DOT & SPV,4,1,0,0,5,0,0,0,0,0,6,2,0,0,8
324,2,RS11.21,02/02/2018,1305,1325,1355,30,ORE - BEN ,23 KM 2ND BRIDGE,XC 460 FGG & SPR 364 XA,TRK & BUS,2 COM,M/BENZ & TYT,TRK & HIACE,,,,BRD & SPV,6,2,0,0,8,1,0,0,0,1,14,3,0,0,17
325,3,RS11.21,07/02/2018,1715,1720,1727,7,ORE - LAG,KM 17 WEEWOOD,SAP 529 XA,BUS,COM,TYT,HIACE,,,,SOS & SPV,5,4,0,0,9,4,1,0,0,5,11,5,0,0,16
326,4,RS11.21,09/02/2018,1720,1755,1806,11,ORE - LAG,KM 18N OMOTOSO,NO NOS & LND 514 XA,TRK & BUS,2 COM,M/BENZ & TYT,TRK & HIACE,,,,SPV,3,2,0,0,5,0,0,0,0,0,13,4,0,0,17
327,5,RS11.21,10/02/2018,1320,1326,1330,4,ORE - OND,KM 13 AJUE,PY 174 KJA & LND 742 BE,2 CAR,2 PVT,V/WAGEN & NISSAN,GOLF & ALMERA,,,,SPV & DOT,2,1,0,0,3,0,1,0,0,1,4,2,0,0,6
328,6,RS11.21,13/02/2018,1205,0208,1210,2,ORE - LAG,KM 45 ADEWALE AREA ,LSR 104 DF,BUS,PVT,NISSAN,BUS,,,,TBT & SPV,5,3,0,0,8,1,0,0,0,1,12,4,0,0,16
329,7,RS11.21,23/02/2018,1605,1611,1618,7,ORE - LAG,KM 12 OMOTOSHO AREA,WER 261 ZZ,BUS,COM,TYT,HIACE,,,,SPV & DOT,1,3,0,0,4,0,0,0,0,0,3,10,0,0,13
330,8,RS11.21,24/02/2018,1405,1410,1415,5,ORE - LAG,KM 50 ONIPARAGA AREA,MUS 306 XR & SMK 92 XA,BUS & TRK,2 COM,TYT & MACK,HIACE & TRK,,,,SPV,4,2,0,0,6,0,1,0,0,1,10,5,0,0,15
331,9,RS11.21,27/02/2018,1430,1440,1455,15,ORE - BEN ,KM 22,NGD 143 XA  &                      JJJ 694 XJ,BUS & TRL,2 COM,TYT & MACK,HIOACE & TRL,,,,"BRD,           SPV",2,1,0,0,3,0,0,0,0,0,6,1,0,0,7
333,1,RS11.22,2/02/2018,1700,1701,1702,2,OWO - AKR,KM2 EMURE TOWN,APP 84 CE & KRD 769 BQ,2 CAR,2 PVT,N ISSAN & TYT,ALMERA & PREVIA,,,,LOC,0,2,1,0,3,0,0,0,0,0,7,5,1,0,13
334,2,RS11.22,10/02/2018,1358,1400,1405,5,OWO - AKR,KM 9 IKR JUNCTION ,ANG 163 AA,CAR,COM,NISSAN,SUNNY,,,,BRD & SPV,1,3,0,0,4,0,0,0,0,0,1,3,0,0,4
335,3,RS11.22,15/02/2018,1345,1352,1400,8,OWO - AKR,KM 10 ILURA NEW MRKT JUCNMT,MKK 186 XA & FKJ 543 XE,TRL & BUS,2 COM,HOWO & TYT,SINO TRL & HIACE,,,,WOV,2,0,0,0,2,0,0,0,0,0,10,4,0,0,14
336,4,RS11.22,17/02/2018,0600,0605,0609,4,OWO - AKR,KM 5 AFTER TISCO,KAA 496 XA & NO NOS,CAR & BIKE,2 COM,TYT & BAJAJ,CARINA E & BOXERS,,,,BRD,1,1,0,0,2,1,0,0,0,1,2,1,0,0,3
337,5,RS11.22,18/02/2018,1215,1225,1230,5,OWO - AKR,KM 9 AMURIN JUNCT,JJJ 254 XT   ,TRL, COM,DAF ,95 XF,,,,MDV,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
338,6,RS11.22,20/02/2018,1335,1340,1345,5,OWO - IKR,KM 9 IPEME JUCNTION,AGL 339 DW,P/UP,PVT,TYT,HILUX,,,,SPV,3,1,0,0,4,0,0,0,0,0,3,1,0,0,4
339,7,RS11.22,21/02/2018,1840,1850,1859,9,OWO - AKR,KM 13 AMURIN,"JJJ 694 DS, JJJ 292 FB & KAA 543 XA",3 CAR,2 COM & PVT,"V/WAGEN, TYT & NISSAN ","GOLF, CAMRY & CAR",,,,SPV,3,1,0,0,4,3,1,0,0,4,9,5,0,0,14
340,8,RS11.22,22/02/2018,0935,0940,0945,5,OWO - AKR,KM 11 EMURE,FEJ 865 AY,BUS,COM,FORD,TRANSIT,,,,SPV,1,0,0,0,1,0,0,0,0,0,3,0,0,0,3
341,9,RS11.22,23/02/2018,1645,1650,1655,5,OWO - IKR,KM 3 IPEME JUCNTION,BS 777 FKJ,CAR,PVT,V/WAGEN,GOL,,,,SPV,2,0,0,0,2,0,0,0,0,0,2,0,0,0,2
342,10,RS11.22,27/02/2018,1606,1610,1613,3,OWO - T/SHIP,KM 3 FIRST BANK ,NO NOS,BIKE,COM,BOXERS,BIKE,,,,LOC & SPV,1,0,0,0,1,0,0,0,0,0,2,0,0,0,2
344,1,RS11.23,04/02/2018,2125,2129,2136,7,IKR - ISUA,KM17 IWARO HILL,MKA 271 ZF,VAN,COM,FIAT,VAN,,,,BFL,2,1,0,0,3,0,0,0,0,0,2,1,0,0,3
345,2,RS11.23,05/02/2018,0825,0827,0839,12,IKR - OWO,KM 22 AGO AJAYI,BWR 912 XD,BUS,COM,TYT,HIACE,,,,BFL,1,0,0,0,1,0,0,0,0,0,1,3,0,0,4
346,3,RS11.23,13/02/2018,1744,1747,1754,7,IKR - OWO, KM 4 ADEFARATI HILL AKUNGBA,NO NOS,TRL,COM,MACK,TRL,,,,BFL,2,0,0,0,2,0,0,0,0,0,4,0,0,0,4
347,4,RS11.23,16/02/2018,0634,0639,0649,10,IKR - ISUA,KM 17 IWARO OKA HILL,KEN 522 XA,VAN,COM,V/WAGEN ,VAN,,,,BFL,3,0,0,0,3,0,0,0,0,0,3,0,0,0,3
348,5,RS11.23,23/02/2018,1521,1524,1536,12,IKR - OWO,KM 23 AGO AJAYI OBA AKOKO,AKD 844 XV & KTU 820 BD,BUS & CAR,COM & PVT,2 TYT,HIACE & COROLLA,,,,SPV,2,2,0,0,4,0,1,0,0,1,6,8,0,0,14
349,6,RS11.23,24/02/2018,1521,1524,1536,12,IKR - OWO,KM 13 OBA AKOKO,SMK 92 XV & QF 375 KAK,TRK & BIKE,2 COM,M/BENZ & BIKE,TRK & BIKE,,,,BFL & LOC,0,0,0,1,1,2,0,0,0,2,2,1,0,1,4
350,7,RS11.23,24/02/2018,1550,1552,1558,6,IKR - OWO,KM 11 AIYEGUNLE,"ISR 307 EX, MUS 426 ES & WWW 245 WE","BUS,  CAR & BIKE",2 PVT & COM,"V/SHARON, TYT & BAJAJ","BUS, CAR & BIKE",,,,BFL & WOV,1,0,1,0,2,0,0,0,0,0,10,5,1,0,16
352,1,RS11.24,02/02/2018,1707,1715,1721,6,OND - AKR,KM 5 GANI JUCNTION,PKA 315 VW,BIKE,COM,BAJAJ,BOXERS,,,,SPV,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
353,2,RS11.24,03/02/2018,2017,2144,2151,7,OND - ORE,KM 8 LIYETU,0,0,0,0,0,,,,SPV,1,0,0,0,1,1,0,0,0,1,2,0,0,0,2
354,3,RS11.24,04/02/2018,1317,1344,1353,9,OND - AKR,KM7 IGBA,REE 392 XA,BUS,COM,TYT,PICNIC,,,,SPV,3,2,0,0,5,0,0,0,0,0,3,4,0,0,7
355,4,RS11.24,15/02/2018,1421,1444,1451,7,OND - ORE,KM 7  OKE LISA,TTN 400 UF,BIKE,COM,SUZUKI,HAOJUE,,,,SPV,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
356,5,RS11.24,16/02/2018,1421,1443,1451,8,OND - AKR,KM 1 ITANLA,NND 816 HV,JEEP,PVT,NISSAN,PATHFINDER,,,,SPV,0,0,0,0,0,0,1,0,0,1,1,1,0,0,2
357,6,RS11.24,19/02/2018,0148,0153,0159,6,OND - ORE,KM 9 LIYETU,"XE 742 NND, AE 680 LFF, FG 439 F20, LD 957 EKY,  KRD 323 XL & NO NOS","3 CAR, 2 P/UP & TRL","4 COM, PVT & GOV","3 NISSAN, 2 TYT & MAN DIESEL","DASUN, PREMERA, CAB STER, TECUMA, CARINA E & TRL",,,,SPV,3,0,0,0,3,1,0,0,0,1,11,0,0,0,11
358,7,RS11.24,25/02/2018,1637,1643,1704,21,OND - ORE,KM 13 IGBADO,ENU 618 AH & AKR 180 YT,2 CAR,2 PVT,TYT & M/BENZ,CAMRY & 210,,,,SPV,3,0,0,0,3,0,0,0,0,0,5,0,0,0,5
359,8,RS11.24,27/02/2018,1311,1321,1329,8,OND - ORE,KM 4 OKE ODUWO,HR 861 EKT & SGM 3058 HQ,CAR & BIKE,PVT & COM,TYT & HAOJUE,CAMRY & SUZUKI,,,,SPV,1,2,0,0,3,0,0,0,0,0,2,2,0,0,4
361,1,RS11.25,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
