,sn,command,date,crash_time,report_time,arrival_time,response_time,route,location,vehicle_no,vehicle_type,vehicle_cat,vehicle_make,vehicle_model,fleet_operator,name_of_driver,dl_no,causes,no_injured_male_adult,no_injured_female_adult,no_injured_male_child,no_injured_female_child,total_injured,no_killed_male_adult,no_killed_female_adult,no_killed_male_child,no_killed_female_child,total_killed,no_involved_male_adult,no_involved_female_adult,no_involved_male_child,no_involved_female_child,total_involved
9,1,RS11.2,03/08/2018,1520,1522,1525,3,AKR - OND,KM 6 OLOKUTA AREA PRISON,FFE 154 AA,BUS,PVT,TYT,PICNIC,,,,BFL,0,2,0,0,2,0,0,0,0,0,3,2,0,1,6
10,2,RS11.2,05/08/2018,1924,1930,1933,3,AKR - IPT,KM 1 ROAD BLOCK,"AKR 912 MM, CZ 704 FST & AGN 893 DL",3 CAR,3  PVT,"VOLVO, V/W & TYT","VOLVO, GOLF & CAMRY",,,,"SPV, DUI",5,0,0,0,5,0,0,0,0,0,8,0,0,0,8
11,3,RS11.2,07/08/2018,1833,1838,1851,13,AKR - OND,KM 8 APONMU,NND 861 AA &JTA 494 XA,CAR & TRK,PVT &  COM,TYT & IVECO,CAMRY & TRK,CHRISWELL ODA AKURE,,,"MDV, SPV &  LOC",0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
12,4,RS11.2,18/08/2018,1552,1554,1602,8,AKR - OWO,KM 5 ADO JUNCTION AXIS OPP SWIFT FILLING STATION.,"FFN 67 AA, MUS 491 EX & SMK 847 AW",3 CAR,3 PVT,"V/W, LEXUS & TYT","GOLF, ES350 & CAMRY",,,,"SPV, DUI",1,0,0,0,1,0,0,0,0,0,4,0,0,0,4
13,5,RS11.2,18/08/2018,2020,2025,2030,5,AKR - IPT,KM 2 FUTA BNORTH GATE AREA ACAD,NO NOS & KM 576 AAA,TRK & CAR,COM & PVT,TRK & NISSAN,TRK & PREMERA,,,,SPV,2,0,0,0,2,0,0,0,0,0,3,0,0,0,3
14,6,RS11.2,18/08/2018,1658,1700,1702,2,AKR - OWO,300M OPP COOP HOUSE,FGB 716 XA & CX 874 PHC,2 CAR,COM & PVT,TYT & MERCEDESE BENZ,PREVIA & BENZ,,,,BFL,3,0,0,0,3,0,0,0,0,0,5,3,1,1,10
16,1,RS11.21,01/08/2018,0749,0813,0821,8,ORE - LAG,KM 9 MIMIKO FARM AXIS,NO NOS & XZ 347 MUS,2 TRL,2 COM,MAN DIESEL &  DAF,2 TRL,,,,SOS & SPV,3,0,0,0,3,1,0,0,0,1,4,0,0,0,4
17,2,RS11.21,03/08/2018,1700,1714,1730,16,ORE -  KTP,KM 17 AGBABU,MT 134 KJA & BDR 599 AA,2 CAR,2 PVT,2 TYT,PREVIA & AVENSIS,,,,SPV,5,3,0,0,8,2,1,0,0,3,7,4,0,0,11
18,3,RS11.21,12/08/2018,1811,1832,1844,12,ORE - BEN,KM 13 PARADISE AXIS,FKJ 738 EH,CAR,PVT,MAZDA,323,,,,BFL,2,2,0,0,4,2,1,0,0,3,4,3,0,0,7
19,4,RS11.21,13/08/2018,1438,1440,1446,6,ORE - LAG,KM 17 NAROWI,NO NOS,BUS,COM,TYT,HIACE,,,,SPV,1,0,0,0,1,0,0,0,0,0,11,7,0,0,18
20,5,RS11.21,17/08/2018,0926,0944,0951,7,ORE - LAG,KM 22 OMOTOSO,HIT & RUN,0,0,0,0,,,,SPV,0,0,0,0,0,1,0,0,0,1,2,0,0,0,2
21,6,RS11.21,18/08/2018,1742,1757,1813,16,ORE - BEN,KM 37 B4 MILITARY CHECK POINT,NO NOS,BIKE,COM,HAOJUE,SUZUKI,,,,SPV,0,0,0,0,0,1,0,0,0,1,2,0,0,0,2
22,7,RS11.21,19/08/2018,1954,2004,2013,9,ORE - LAG,KM 8 MTN MAST,AWK 229 XA & EKY 574 FA,BUS & CAR,COM & PVT,2 TYT,HIACE & COROLLA,,,,SPV & TYRE PULL,1,0,0,0,1,0,0,0,0,0,12,1,0,0,13
23,8,RS11.21,21/08/2018,1106,1107,1109,2,ORE - BEN,KM 2 SOKA BRIDGE,BEN 444 XY & AGL 617 XR,TNK & BUS,2 COM,MACK & TYT,TNK & HIACE,,,,SPV,1,0,0,0,1,0,0,0,0,0,2,0,0,0,2
24,9,RS11.21,21/08/2018,1445,1450,1500,10,ORE - LAG,KM 50 B4 SAMFAS ONIPARAGA,GBA 260 XA,BUS,COM,TYT,PICNIC,,,,SPV,1,0,0,0,1,0,0,0,0,0,7,2,0,0,9
26,1,RS11.22,02/08/2018,0520,0530,0532,2,OWO - AKR,KM 2 NASFAT JUNCTION,XR 720 EKY,BUS,COM,TYT,HIACE,,,,SPV & LOC,8,0,0,0,8,0,0,0,0,0,17,2,1,0,20
27,2,RS11.22,04/08/2018,1210,1210,1211,1,OWO - T/SHIP,KM 2 RAINBOW JUNT. OKE OGUN RD.,WWW 299 WX & WWW 164 QA,2 BIKE,2 COM,2 BAJAJ,2 BIKE,,,,SPV & OBS,1,0,0,0,1,0,0,0,0,0,2,0,0,0,2
28,3,RS11.22,04/08/2018,2326,2331,2334,3,OWO  - IFON,KM 2 SHAGARI VILLAGE,KJA 190 EF & BEN 922 XC,CAR & TRK,PVT &  COM,TYT & BENZ,CAMRY & TRK,,,,SPV & LOC,3,0,0,0,3,0,0,0,0,0,7,0,0,0,7
29,4,RS11.22,11/08/2018,0742,0750,0755,5,OWO - AKR,KM 6 ASAGUN JUNCTION,FKJ 882 XR,TRK,COM,DAF,TRK,,,,SPV  & WOV,1,0,0,0,1,0,0,0,0,0,2,0,1,0,3
30,5,RS11.22,17/08/2018,1655,1658,1701,3,OWO - AKR,KM 1 NASFAT JUNCTION,KUJ 531 XT,TRK,COM,DAF,TRK,,,,SPV & MDV,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4
31,6,RS11.22,17/08/2018,1930,1935,1944,9,OWO - AKR,KM 13 AMURIN MRK,WWW 722 XA & FFF 768 AA,2 CAR,PVT &  COM,NISSAN & RENAULT,MICRA & MEGANE,,,,SPV,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7
32,7,RS11.22,21/08/2018,0605,0607,0612,5,OWO - AKR,KM 16 AFTER AMURIN,AGL 917 ET,BUS,COM,TYT,HIACE,,,,SPV & TBT,0,1,0,0,1,0,0,0,0,0,5,9,0,0,14
34,1,RS11.23,13/08/2018,1215,1219,1226,7,IKR - OWO,"KM 4 OPP BLUE HOUSE, AKUNGBA",SUA  604 WH,BIKE,COM,BAJAJ,BOXERS,,,,SPV,1,1,0,0,2,1,0,0,0,1,2,1,0,0,3
35,2,RS11.23,19/08/2018,1912,1919,1923,4,IKR - AJOWA,160M OPP ROCKYSON HOTEL,NO NOS & HIT & RUN,BIKE,COM,BOXERS,BAJAJ,,,,SPV,2,0,0,0,2,0,0,0,0,0,3,0,0,0,3
36,3,RS11.23,21/08/2018,2130,2133,2136,3,IKR - OWO,109 M OPP ECO BANK,KAK 534 UN & JTA 142 XA,BIKE & BUS,2 COM,BOXERS & TYT,BAJAJ & HIACE,,,,SPV,1,0,0,0,1,0,0,0,0,0,2,0,0,0,2
38,1,RS11.24,01/08/2018,1803,1821,1833,12,OND  - IFE,KM 4 OKIGBO,NO NOS,BIKE,COM,BOXERS,BOXERS,,,,SPV,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
39,2,RS11.24,12/08/2018,0530,0623,0639,16,OND - ORE,KM 18 IGUSHI,FKJ 896 XA,CAR,COM,TYT,PREVIA,,,,SPV,3,0,0,0,3,2,0,0,0,2,2,3,0,0,5
40,3,RS11.24,14/08/2018,0717,0741,0751,10,OND - AKR,KM 9 AKURE GARAGE,BDR 258 AA,CAR,PVT,V/WAGEN,GOLF,,,,SPV,1,0,0,0,1,0,0,0,0,0,2,0,0,0,2
41,4,RS11.24,20/08/2018,2137,2145,2157,12,OND - ORE,KM 21 AWOYAYA,ABH 67 RC & AKR 481 XA,CAR & BUS,PVT &  COM,NISSAN & TYT,ALMERA  & HIACE,,,,SPV,3,1,0,0,4,0,0,0,0,0,4,1,0,0,5
42,5,RS11.24,24/08/2018,1149,1157,1215,18,OND - ORE,LIYETU,MUS 639 DC & OHC 140 XD,BUS & CAR,PVT &  COM,TYT & MAZDA,SIENNA & 626,,,,SPV,3,1,0,0,4,0,0,0,0,0,6,1,0,0,7
43,6,RS11.24,27/08/2018,2149,2217,2229,12,OND - AKR,ITANLA,AAB 646 QF,BIKE,COM,HONDA,BIKE,,,,SPV,1,0,0,0,1,0,0,0,0,0,2,0,0,0,2
44,6,RS11.24,29/08/2018,1041,1057,1107,10,OND - AKR,OPP MFM,LSD 143 BP,CAR,COM,TYT,CAMRY,,,,SPV,0,0,0,0,0,1,0,0,0,1,2,0,0,0,2
46,1,RS11.25,03/08/2018,1720,1730,1740,10,IFON - OWO,GODSON FILLING STATION,KSF 86 FE,CAR,PVT,HONDA,CRV,,,,SPV & LOC,2,2,0,0,4,1,0,0,0,1,3,2,0,0,5
47,2,RS11.25,18/08/2018,1700,1710,1720,10,IFON - OWO,ALONG OMI ALAFIA,JJT 508 XB & NO NOS,CAR & BIKE,2 COM,TYT & QLINK,PREVIA & BIKE,,,,SPV,1,1,0,0,2,0,0,0,0,0,6,4,0,0,10
48,3,RS11.25,18/08/2018,1725,1735,1745,10,IFON - OWO,ALONG CAC CHURCH,XB 304 FKA,TRK,COM,DAF,TRK,,,,SPV,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
59,1,RS11.2,05/07/2018,0922,0924,0926,2,AKR - OWO,KM 2 HIGH SCHL JUCNT.,"AG 767 LEL, KTU 220 BE & NO NOS",2 CAR & JEEP,3 PVT,"MAZDA, TYT & V/WAGEN","626, HIGHLANDER & GOLF",,,,SPV,1,0,0,0,1,0,0,0,0,0,4,0,0,0,4
60,2,RS11.2,15/07/2018,0345,0408,0410,2,AKR - OWO,KM 18 OGBESE,"JMU 73 XA, NO NOS & AX 389 GYA","BUS, TRACTOR & TRK",3 COM,"TYT, TRACTOR & DAF","BUS, TRACTOR & TRK",,,,WOV & SPV,6,1,0,0,7,8,0,0,0,8,19,1,0,0,20
61,3,RS11.2,24/07/2018,1240,1245,1250,5,AKR - IPT,KM 10 ACAD ,LND 551 XD & AGL 763 XE,2 P/UP,2 COM,TYT & MITS,DYNA & CABSTAR,,,,SPV & WOV,3,1,0,0,4,0,0,0,0,0,4,1,0,0,5
62,4,RS11.2,28/07/2018,1549,1556,1650,15,AKR - OND,KM 8 OWENA CANTOMENT,XW 321 FKJ & NO NOS,TRK & BIKE,2 COM,MACK & BIKE,TRK & BIKE,,,,ROV,0,0,0,0,0,1,0,0,0,1,3,0,0,0,3
63,5,RS11.2,29/07/2018,2145,2155,2210,15,AKR - IPT,KM 15 IGBARA OKE JUCNTION,AZ 891 XA & XZ 617 JJJ,BUS & CAR,2 COM,2 TYT,HIACE & PREVIA,,,,SLV FTQ,2,1,0,0,3,1,0,0,0,1,6,1,0,0,7
65,1,RS11.21,01/07/2018,1230,1235,1240,5,ORE - BEN,KM 28 OFOSU AXIS,HIT & RUN  & MUS 04 XC,BUS,PVT,MAZDA ,BUS,,,,SPV,1,9,0,0,10,0,0,0,0,0,2,9,0,0,11
66,2,RS11.21,08/07/2018,2020,2035,2039,4,ORE - LAG,KM 2 B4 MTN MAST,YA 842 FKJ ?& NO NOS,TRL & BIKE,2 COM,MACK &  BAJAJ,TRL  & BOXERS,,,,SPV & DGD,1,0,0,0,1,1,0,0,0,1,2,0,0,0,2
67,3,RS11.21,10/07/2018,1648,1735,1759,21,ORE - BEN,KM 29 OFOSU AXIS,NO NOS,TRL,COM,MACK,TNK,,,,SPV,2,0,0,0,2,0,0,0,0,0,2,0,0,0,2
68,4,RS11.21,15/07/2018,1635,1636,1700,24,ORE - BEN,KM 35 OFOSU BRIDGE,NO NOS,BUS,COM,TYT,SIENNA,,,,SPV,0,1,0,0,1,4,0,0,0,4,4,1,0,0,5
69,5,RS11.21,15/07/2018,1806,1807,1811,4,ORE - BEN,KM 22 ASEJIRE BRIDGE,"FRN 901 ZA, NO NOS & KRD 802 XP",2 CAR & TRL,3 COM,"TYT, NISSAN & MACK","PREVIA, PATROL & TRL",,,,SPV,7,0,0,0,7,0,0,0,0,0,8,1,0,0,9
70,6,RS11.21,19/07/2018,0400,0410,0415,5,ORE - LAG,KM 54 ARFEM FILLING STATION ONITEA,FKJ 823 XE,BUS,COM,TYT,HIACE,,,,SPV,5,0,0,0,5,0,0,0,0,0,17,2,0,0,19
72,1,RS11.22,04/07/2018,1310,1315,1318,3,OWO - BEN,KM 2 FRONT OF TIMBER GARAGE ,BKW 43 XA & KTU 239 XW,2 TRK,2 COM,MACK & DAF,TRK & TURBO TRK,,,,MDV & OBS,1,0,0,0,1,0,0,0,0,0,4,0,0,0,4
73,2,RS11.22,06/07/2018,1545,1547,1549,2,OWO - AKR,KM 2 FEED MILL ,XQ  274 AGL,BUS,COM,TYT,HIACE,,,,0,1,0,0,0,1,0,0,0,0,0,5,1,2,1,9
74,3,RS11.22,08/07/2018,1332,1334,1340,6,OWO - AKR,KM 0.7 FRM IKR  JUCNTION,LSD 704 XY,TRK,COM,DAF,TRK,,,,SPV & TBT,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
75,4,RS11.22,09/07/2018,1035,1040,1045,5,OWO - AKR,KM 12 AMURIN,MUS 284 BJ,CAR,PVT,TYT,COROLLA,,,,SPV,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
76,5,RS11.22,09/07/2018,2118,2127,2129,2,OWO - AKR,KM 3 NASFAT,EA 50 GGE,BUS,PVT,TYT,HIACE,,,,WOV,0,1,0,0,1,0,0,0,0,0,4,1,0,0,5
77,6,RS11.22,11/07/2018,1828,1900,1906,6,OWO - T/SHIP,KM 8 TECHNICAL COLLEGE,KER 137 AE & WWW 769 AA,2 CAR,2 PVT,TYT & NISSAN,MATRIX & SUNNY,,,,SPV & WOV,2,1,0,0,3,0,0,0,0,0,3,6,0,0,9
78,7,RS11.22,11/07/2018,1513,1516,1523,7,OWO - AKR,KM 17 AMURIN ,GQ 551 LND,CAR,PVT,V/WAGEN,GOLF,,,,TBT,0,2,0,0,2,0,0,0,0,0,2,4,0,0,6
79,8,RS11.22,12/07/2018,1200,1204,1213,9,OWO - AKR,KM 16 AMURIN,LND 149 ES,CAR,PVT,TYT,CAMRY,,,,SPV,1,1,0,0,2,0,0,0,0,0,3,1,0,0,4
80,9,RS11.22,15/07/2018,1300,1310,1314,4,OWO - T/SHIP,KM 4 ISALE OSI,2 NO NOS,TNK ?& BIKE,2 COM,MACK  & BIKE,TNK & BIKE,,,,SPV,0,0,0,0,0,1,0,0,0,1,3,0,0,0,3
81,10,RS11.22,16/07/2018,0950,0955,1000,5,OWO - T/SHIP,KM 3 OKE OGUN RD,GBB 304 XF & ABM 313 XA,BUS & TRL,2 COM,TYT & BENZ,HIACE & TRL,,,,SPV,3,0,0,0,3,0,0,0,0,0,15,1,0,0,16
82,11,RS11.22,17/07/2018,1040,1045,1049,4,OWO - AKR,KM 3 AFTER TISCO,BD 190 AKR & NO NOS,CAR & BIKE,2 COM,NISSAN & BIKE,ALMERA &? BIKE,,,,DGD,1,0,0,0,1,0,0,0,0,0,4,1,0,0,5
83,12,RS11.22,20/07/2018,0900,0905,0910,5,OWO - AKR,KM 9 AFTER EMURE,KSF 63 EZ,BUS,PVT,TYT,SIENNA,,,,SPV & TBT,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4
84,13,RS11.22,27/07/2018,1610,1616,1622,6,OWO - IFON,KM 10 IPELE JUCNTION OWO,KNA 111 NA,BUS,COM,TYT,HIACE,,,,MDV & SPV,0,0,0,0,0,0,0,0,0,0,3,5,2,1,11
85,14,RS11.22,29/07/2018,1140,1140,1141,1,OWO - AKR,KM 1 ISUADA JUNCTION,MUS 116 BV,CAR,PVT,MAZDA,626,,,,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,6
87,1,RS11.23,06/07/2018,1515,1525,1539,14,IKR - OWO,KM 25  OKE OKA,KRD 47 XD ,BUS,COM,TYT,HIACE,,,,WOV,1,0,0,0,1,0,0,0,0,0,7,10,0,0,17
88,2,RS11.23,10/07/2018,1936,1949,1954,5,IKR - AJOWA,KM 0.2 OPP JOHNDECK FILLING STATION ARIGIDI,ANG 516 AA & NO NOS,P/UP & TNK,2 COM,TYT & BEDFORD,P/UP & TNK,,,,SPV,5,0,0,0,5,3,0,0,0,3,8,0,0,0,8
89,3,RS11.23,20/07/2018,1325,1329,1333,4,IKR - OWO,KM 2 MEGIDA RENTA,KSF 21 6 DC,CAR,PVT,TYT,CAMRY,,,,SPV,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
90,4,RS11.23,28/07/2018,1000,1002,1005,3,IKR - ISUA,KM 19 IWARO OKA MAGSTRATE COURT,MKR 629 ZB ,TRK,COM,MIST,TRK,,,,BFL,1,0,0,0,1,0,0,0,0,0,2,0,0,0,2
91,5,RS11.23,29/07/2018,1620,1625,1635,10,IKR - ISUA,KM 17 IWARO HILL,EGB 209 AA & NO NOS,CAR & TRK,PVT & COM,NISSAN & DAF,SUNNY & TRK,,,,BFL,1,1,0,0,2,0,0,0,0,0,3,2,1,0,6
93,1,RS11.24,01/07/2018,1747,1755,1800,5,OND - AKR,KM 7 IGBA,LEL 501 AA & NO NOS,CAR & BIKE,PVT & COM,TYT & HAOJUE,CAMRY & SUZUKI,,,,SPV,1,1,0,0,2,0,0,0,0,0,3,1,0,0,4
94,2,RS11.24,11/07/2018,1735,1745,1758,13,OND - IFE,YANEPE,"NND 528 HY, KTP 389 XA &  NND 755 XA","P/UP, BUS & CAR",PVT & 2 COM,2 TYT & NISSAN,"HILUX, PICNIC & SUNNY",,,,SPV,2,3,0,0,5,0,0,0,0,0,6,8,0,0,14
95,3,RS11.24,22/07/2018,1603,1611,1617,6,OND - IFE,KM 9 OLONITELE,NND 455 HV & KTU 548 QD,BUS & BIKE,2 COM,TYT & HAOJUE,PREVIA & SUZUKI,,,,SPV,4,0,0,0,4,0,0,0,0,0,11,6,0,0,17
97,1,RS11.25,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,1,RS11.2,05/06/2018,1453,1456,1459,3,AKR - IPT,KM 4 IBULESORO FUTA GATE,XC 261 ADK & MSA 499 XA,2 BUS,2 COM, 2TYT,2 HIACE,,,,DGD,3,4,0,0,7,0,0,0,0,0,20,8,0,0,28
109,2,RS11.2,10/06/2018,1328,1332,1336,4,AKR - IPT,KM 13 OWENA,ABC 134 ZV & LND 299 XU,2 BUS,2 COM,2 TYT,2 SIENNA,,,,WOV,3,3,0,0,6,1,0,0,0,1,7,3,0,0,10
110,3,RS11.2,11/06/2018,1343,1448,1502,14,AKR - OND,KM 11 APONMU,"AU 360 JJJ, BDG 590 CN & SMK 56 AJ",3 CAR,3 PVT,PGT & 2 TYT,"504, PREVIA & CAMRY",,,,WOV,2,0,0,0,2,1,1,2,0,4,3,1,2,0,6
111,4,RS11.2,14/06/2018,1953,1957,2005,8,AKR - IPT,KM 2 ALEJOLOWO AKURE,NO NOS,CAR,PVT,TYT,COROLLA,,,,SPV,1,0,1,0,2,0,0,0,0,0,1,0,1,0,2
112,5,RS11.2,16/06/2018,1738,1741,1744,3,AKR - OWO,KM 2 ONYEARUGBULEM,JRV 353 QC & AZ 681 AKR,BIKE & CAR,COM & PVT,DAYLONG & HONDA,BIKE & CAR,,,,SPV,2,0,0,0,2,0,0,0,0,0,3,0,0,0,3
113,6,RS11.2,23/06/2018,0716,0717,0718,1,AKR - OWO,KM 1 AYUS FILLING STATION,AKR 233 VY,BIKE,COM,TVS,BIKE,,,,SPV,1,1,0,0,2,0,0,0,0,0,1,1,0,0,2
114,7,RS11.2,24/06/2018,2215,2217,2222,5,AKR - OWO,KM 3 ONYEARUGBULEM JUCNTION,BER 423 XA & AKD 608 XL,BUS & TRK,2 COM,TYT & SCANNIA,HIACE & TRK,,,,ROB & SPV,3,1,0,0,4,1,0,0,0,1,4,1,0,0,5
116,1,RS11.21,01/06/2018,1225,1238,1246,8,ORE - OND,KM 3.5 GIOAN DAYO AXIS,NND 921 HV & XT 713 KSF,CAR & TRL,PVT & COM,V/WAGEN & DAF,GOLF & TRL,,,,DOT,0,0,0,0,0,1,0,0,0,1,3,0,0,0,3
117,2,RS11.21,02/06/2018,1430,1435,1440,5,ORE - LAG,KM 42 ONIPETESI AXIS,LSR 136 XW & BUR 121 XA,BUS & TRK,2 COM,FIAT & SCANIA,DUCATO & TRK,,,,SPV,0,0,0,0,0,2,0,0,0,2,3,0,0,0,3
118,3,RS11.21,06/06/2018,1455,1505,1517,12,ORE - BEN,KM 13 AKINJAGUNLA,NO NOS,TNK,COM,BEDFORD,TIMBER LORRY,,,,SPV,1,0,0,0,1,1,0,0,0,1,2,0,0,0,2
119,4,RS11.21,09/06/2018,1228,1234,1240,6,ORE - LAG,KM 13 STEP DOWN,JJJ 460 XH,TRL,COM,IVECO,TRL,,,,SPV,2,0,0,0,2,1,0,0,0,1,3,0,0,0,3
120,5,RS11.21,11/06/2018,1720,1745,1755,10,ORE - BEN,KM 17 ASEJIRE AXIS,DT 31 A14,BUS,GOV,TYT,IVECO,,,,SPV,2,1,0,0,3,0,0,0,0,0,3,1,0,0,4
121,6,RS11.21,15/06/2018,1925,1926,1928,2,ORE - BEN,8M ORE JUCNTION,2 NO NOS,2 BIKE,2 COM,2 BAJAJ,2 BOXERS,,,,SPV,2,0,0,0,2,0,0,0,0,0,2,0,0,0,2
122,7,RS11.21,16/06/2018,1746,1752,1758,6,ORE - BEN,KM 2 AZOP BRIDGE,HIT & RUN & REL 410 UR,BIKE,COM,HAOJUE,SUZUKI,,,,SPV,2,0,0,0,2,0,0,0,0,0,2,0,0,0,2
123,8,RS11.21,19/06/2018,1715,1716,1724,8,ORE - OND,KM 13 OPP ODIGBO NEW MARKET,SMK 593 AS & NO NOS,BUS & CAR,2 PVT,TYT & V/WAGEN,BUS & GOLF,,,,DOT & SPV,3,3,2,0,8,1,0,0,0,1,4,3,2,0,9
124,9,RS11.21,20/06/2018,1938,1954,2004,10,ORE - LAG,KM 40  ONIPETESI,AG 103 AKA,CAR,PVT,TYT,PREVIA,,,,OBS & SPV,1,4,0,0,5,1,1,0,0,2,2,5,0,0,7
125,10,RS11.21,22/06/2018,1540,1544,1548,4,ORE - BEN,KM 27 FIRST BRIDGE,EKY 491 CF,CAR,PVT,TYT,COROLLA,,,,SPV,2,1,0,0,3,1,0,0,0,1,4,1,0,0,5
126,11,RS11.21,26/06/2018,1005,1010,1015,5,ORE - LAG,KM 55 AJEBAMIDELE,DEG 41 XA & ARD 644 XM,2 TRL,2 COM,2 MACK,2 TRL,,,,SPV,2,0,0,0,2,1,0,0,0,1,5,0,0,0,5
128,1,RS11.22,04/06/2018,1920,1925,1940,15,OWO - TSHIP,KM 3 OPP TECHNICAL SCHL,AKD 59 EG & WWW 120 XA,JEEP & CAR,PVT & COM,TYT & NISSAN,4 RUNNER & PRIMERA,,,,DGD & LOC,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2
129,2,RS11.22,08/06/2018,2015,2018,2020,2,OWO - TSHIP,KM 2 OPP ST MARY SEC. SCHL,BR 66 GWA,CAR,PVT,V/WAGEN ,GOLF,,,,TBT,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
130,3,RS11.22,11/06/2018,1430,1435,1440,5,OWO - AKR,KM 12 AMURIN ,ABH 373 XA & AKR 355 MM,2 CAR,2 PVT,V/WAGEN & PGT,GOLF & 406,,,,MDV,4,0,0,0,4,0,0,0,0,0,7,0,0,0,7
131,4,RS11.22,23/06/2018,1730,1740,1742,2,OWO - IFON,KM 2 SAGARI,XC 650 WWW & EPE 741 EG,CAR & JEEP,COM & PVT,NISSAN & MISTUBISHI,SUNNY & LANCER,,,,SPV,0,0,0,0,0,0,0,0,0,0,3,3,0,0,6
133,1,RS11.23,07/06/2018,1229,1231,1235,4,IKR - ISUA,KM 17 IWARO OKA HILL ,"EPE 129 XM, GME 859 XX & JMA 167 XA",TRL & 2 TRK,3 COM,"MACK, DAF & MAN DIESEL","TRK, TRK & TRK",,,,BFL,4,0,0,0,4,2,0,0,0,2,7,0,0,0,7
134,2,RS11.23,15/06/2018,1400,1415,1430,15,IKR - OWO,KM 18 AYEGUNLE,XE 268 GDD,BUS,COM,TYT,HIACE,,,,BFL,0,0,0,0,0,0,0,0,0,0,2,1,0,0,3
135,3,RS11.23,21/06/2018,1650,1655,1658,3,IKR - ISUA,KM 30 OKE OKA OPP MEGA SCHL,AAA 615 XA & NO NOS,BUS & BIKE,2 COM,SUZUKI & BAJAJ,BUS & BIKE,,,,WOV,1,0,0,0,1,0,0,0,0,0,2,0,0,0,2
136,4,RS11.23,22/06/2018,0518,0522,0532,10,IKR - ISUA,KM 16 IWARO OKA OPP MAGISTRATE COURT,KTG 36 YG,BUS,PVT,TYT,HIACE,,,,BFL,4,0,0,0,4,0,0,0,0,0,19,0,0,0,19
137,5,RS11.23,24/06/2018,0708,0712,0722,10,IKR - ISUA,KM 18 ST PATRICK ROAD,SD 669 XW,TRL,COM,SHACMAN,TRL,,,,BFL,2,0,0,0,2,0,0,0,0,0,2,0,0,0,2
138,6,RS11.23,24/06/2018,0751,07855,0802,7,IKR - ISUA,KM 16 IWARO OKA DAJOMO FILLING STATION,FST 711 XN,TRK,COM,VOLVO,TRK,,,,BFL,1,9,0,0,10,0,4,0,0,4,1,13,0,0,14
140,1,RS11.24,10/06/2018,0940,0949,0954,5,OND - ORE,KM 19 IGBADO,NO NOS & NND 478 HV,BIKE & CAR,COM & PVT,HAOJUE & V/WAGEN,SUZUKI & PASSAT,,,,SPV,2,0,0,0,2,0,0,0,0,0,5,2,0,0,7
141,2,RS11.24,12/06/2018,1620,1628,1640,12,OND - AKR,KM 12 OMIRU,PB 887 AAA,BUS,PVT,TYT,SIENNA,,,,SPV,6,0,0,0,6,0,0,0,0,0,6,2,0,0,8
