,route,location,vehicle_no,vehicle_type,vehicle_cat,vehicle_make,vehicle_model,no_injured_male_adult,no_injured_female_adult,no_injured_male_child,no_injured_female_child,total_injured,no_killed_male_adult,no_killed_female_adult,no_killed_male_child,no_killed_female_child,total_killed,no_involved_male_adult,no_involved_female_adult,no_involved_male_child,no_involved_female_child,total_involved,month,day,year,report_minus_crash,arrival_minus_crash,arrival_minus_report,no_automobile,hour,route:from,route:to,cause1,cause2
163,"['OND', 'ORE']",KM 5 CATHOLIC JUNCT.,AGL 253 EA & FFF 750 VP,CAR & BIKE,PVT & COM,HYUNDAI & BAJAJ,ACCENTRAL & BOXERS,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,12,6,2017,120,660,540,2,19,OND,ORE,SPV,
164,"['IFON', 'OWO']",KM 0.5 OPP BASIC HEALTH CENTRE IFON,ACA 530 XT,TRK,COM,M/BENZ,911,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,3.0,6,13,2017,120,300,180,1,4,IFON,OWO,SPV,DGD
165,"['IFON', 'OWO']",KM 1 GOSSON FILLING STATION,EF 629 SMK,BUS,PVT,TYT,SIENNA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,6,17,2017,300,600,300,1,16,IFON,OWO,TBT,
166,"['IFON', 'BEN']",KM 1/2 AFTER AJEGUNLE JUNCT,UML 346 QC,BIKE,COM,DAYLONG,BIKE,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,6,28,2017,120,240,120,1,11,IFON,BEN,SPV,
167,"['AKR', 'IPT']",KM 02 ACAD,NO NOS,BIKE,COM,BAJAJ,BIKE,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,2,7,2017,600,900,300,1,6,AKR,IPT,SPV,
168,"['AKR', 'OWO']",KM 03  BABALOLA JUNCTION,"QV 606 MUS, SGM 724 WF & JTA 77 AA",2 BIKE & CAR,2 COM & PVT,"JINCHENG, BAJA & MAZDA",2 BIKE & 626,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,4.0,5,7,2017,300,600,300,3,12,AKR,OWO,SPV,
169,"['AKR', 'OWO']",KM 01 SEBI JUNCTION,HIT & RUN,HIT & RUN,HIT & RUN,HIT & RUN,HIT & RUN,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,5,7,2017,240,540,300,0,18,AKR,OWO,SPV,
170,"['AKR', 'OND']",KM11 MILITARY BRIGADE JUNCTION,KJA 809 BT & NO NOS,CAR & BIKE,PVT & COM,TYT & HAOJUE,COROLLA & SUZUKI,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,6,7,2017,300,600,300,2,7,AKR,OND,SPV,DGD
171,"['AKR', 'OND']",KM 11 OLOKUTA PRISON AREA,ABJ 325 AQ & FC 534 LSR,2 CAR,2 PVT,TYT & V/WAGEN,CAMRY & GOLF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,10,7,2017,1200,2100,900,2,16,AKR,OND,WOV,
172,"['AKR', 'OWO']",KM 7.5 FGGC,XB 566 KAK & 3 NO NOS,"2 BUS, VAN & BIKE",4 COM,"TYT, SHERPA, RANGE & OXERS","HIACE, BUS, ROVER & BIKE",1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,4.0,12,7,2017,300,600,300,4,18,AKR,OWO,SPV,DGD
173,"['AKR', 'OWO']",KM 2,APP 661 DL & RUW 72 XA,2 CAR,PVT & COM,M/BENZ & V/W,4MATIC & GOLF,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,7,22,2017,180,420,240,2,20,AKR,OWO,SPV,DGD
174,"['AKR', 'IPT']",KM 3.5 IBULE,FKJ 774 DC & AKR 528 TE,2 CAR,2 PVT,TYT & MIST,CAMRY & GALANT,1.0,1.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,6.0,7,26,2017,600,1020,420,2,11,AKR,IPT,SPV,
175,"['ORE', 'BEN']",KM 26 GILLVANT QUARRY FRM ORE,JJJ 963 XR & XA 724 KLK,BUS &  CAR,2 COM,TYT & FREIGHTLINER,HIACE & CAR,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,8.0,6.0,0.0,0.0,14.0,1,7,2017,1020,2280,1260,2,16,ORE,BEN,SPV,
176,"['ORE', 'LAG']",KM 17 OLUWA BRIDGE,EPE 610 XL & APP 638 DC,TRL & CAR,2 COM,DAF & VOLVO,TRL @ AMBULANCE,1.0,2.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,2.0,2.0,3.0,0.0,0.0,5.0,4,7,2017,2340,2940,600,2,6,ORE,LAG,SPV,BFL
177,"['ORE', 'BEN']",KM 02 AZOP BRIDGE,FST 75 DJ & LND 778 AQ,BUS &  CAR,2 PVT,TYT & V/WAGEN,SIENNA & GOLF,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,4.0,5.0,0.0,0.0,9.0,5,7,2017,360,600,240,2,11,ORE,BEN,SPV,DOT
178,"['ORE', 'BEN']",KM 2 CAROSOJI,BEN 159 KR & KSF 864 XM,2 CAR,2 PVT,V/WAGEN & M/BENZ,PASSAT B 230,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,8,7,2017,480,1080,600,2,23,ORE,BEN,RTV,DAD
179,"['ORE', 'OKT']",KM 1 OMILA BRIDGE,AG 227 AJA,CAR,PVT,V/WAGEN,GOLF,1.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,3.0,2.0,1.0,1.0,1.0,5.0,7,21,2017,300,720,420,1,11,ORE,OKT,SPV,DGD
180,"['ORE', 'BEN']",KM 14 PARADISE,"LND 679 EP, KJA 14 EW & NSR 46 YC","CAR, JEEP & TRL",2 PVT & COM,2 TYT & TRL,"COROLLAR, LANDCRUSHER & TRL",4.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,8.0,7,29,2017,420,780,360,3,0,ORE,BEN,DOT,SPV
181,"['IKR', 'ISUA']",KM 17 IWARO OKA HILL,BRK 850 XA,TRK,COM,VOLVO,TRK,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,1,7,2017,60,360,300,1,8,IKR,ISUA,BFL,
182,"['IKR', 'ISUA']",KM 18 IWARO OKA HILL,KWL 333 YH,TNK,COM,DAF,TNK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2,7,2017,0,360,360,1,7,IKR,ISUA,BFL,LOC
183,"['IKR', 'ISUA']",KM 17 IWARO OKA HILL,AAA 289 QM,BIKE,COM,DAYLONG,BIKE,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4,7,2017,240,480,240,1,16,IKR,ISUA,SPV,
184,"['IKR', 'ISUA']",KM 17 IWARO - OKA HILL,AKD 495 XB & SUL 855 XA,TRK & TRL,2 COM,SCANIA & DAF,TRK &  TRL,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,7,13,2017,180,1080,900,2,11,IKR,ISUA,BFL,
185,"['IKR', 'ISUA']",KM 17 IWARO OKA HILL,"MGU 522 XA , KMC 10 XW & 5 VECHILE  NOS NOT SEEN","2 TRL,  4 TNK &  TRK ",7 COM,4 DAF & 3 MACK,"2 TRL,  4 TNK &  TRK ",4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,14.0,7,14,2017,60,300,240,7,21,IKR,ISUA,BFL,
186,"['IKR', 'ISUA']",KM 21 OKIA HILL,LSD 990 XC,TRL,COM,MAN DIESEL,TRL,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,7,19,2017,120,660,540,1,14,IKR,ISUA,BFL,
187,"['IKR', 'AJOWA']",KM AGBALUKU,2 NO NOS,2 BIKE,2 COM,2 BAJAJ,2 BIKE,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,7,21,2017,240,600,360,2,12,IKR,AJOWA,SPV,LOC
188,"['OND', 'IFE']",KM 6 BEULA,BDG 941 EP & BRS 12 XA,CAR & BUS,PVT & COM,HONDA & MAZDA,ACCORD & BUS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,11.0,7,21,2017,120,720,600,2,15,OND,IFE,SPV,WOV
189,"['OND', 'ORE']",KM 8 IGBADO,REE  670 AA,BUS,PVT,TYT,PICNIC,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,7,29,2017,120,960,840,1,4,OND,ORE,SPV,LOC
190,"['IFON', 'BEN']",KM 1 IMORU JUNCT.,2 NO NOS,2 BIKE,2 COM,QLINK & DAYLONG,2 BIKE,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,7,28,2017,120,180,60,2,21,IFON,BEN,SPV,
191,"['AKR', 'IPT']",KM 4 ILARA MOKIN 1ST JUNCTION,LND 916 XR,BUS,COM,TYT,HIACE,7.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,22.0,1,8,2017,300,300,0,1,9,AKR,IPT,SPV,SOS
192,"['AKR', 'IPT']",0,KSF 79N XJ & KTU 70 XU,TRK & BUS,2 COM,IVECO & TYT,TRK & HIACE,4.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,12.0,4.0,0.0,0.0,16.0,6,8,2017,1200,2400,1200,2,13,AKR,IPT,SPV,TBT
193,"['AKR', 'IPT']",KM 0.2 SCAB FILLOING STATION,FEE 866 XA & LND 16 EW,BUS & CAR,COM & PVT,MAZDA & BENZ,BUS & CAR,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,7.0,8,16,2017,300,540,240,2,4,AKR,IPT,DGD,SPV
194,"['AKR', 'OWO']",KM 1.1 AUTOMART,AKR 297 MP,CAR,PVT,V/W,GOLF,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,8,22,2017,0,300,300,1,10,AKR,OWO,FQT,
195,"['ORE', 'BEN']",KM 1.7 FOODWAY EATERY,FKJ 611 ABC & NO N OS,CAR & BIKE,PVT & COM,M/BENZ & SUZUKI,CAR & HAOJUE,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,3,8,2017,480,960,480,2,20,ORE,BEN,SPV,
196,"['ORE', 'LAG']",70M ROYAL FILLING STATION,BDJ 362 XA,BUS,COM,TYT,HIACE,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,5,8,2017,120,420,300,1,0,ORE,LAG,DGD,
197,"['ORE', 'LAG']",KM 17 OLUWA BRIDGE,LSR 863 CL,CAR,PVT,MAZDA,MPV,2.0,1.0,2.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,3.0,11.0,8,13,2017,1620,2040,420,1,12,ORE,LAG,SPV,BRD
198,"['ORE', 'LAG']",KM 19 AGRIC AXIS,FKJ 795 DJ,JEEP,PVT,LEXUS,JEEP,3.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,5.0,8,17,2017,420,840,420,1,11,ORE,LAG,SPV,
199,"['ORE', 'LAG']",KM 3.7 SIZZLER BRIDGE,NO NOS,TRL,COM,MACK,TRL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8,25,2017,120,420,300,1,10,ORE,LAG,FTG,LOC
200,"['ORE', 'LAG']",KM 13 AGODOGUN BRIDGE,AGL 911 XG,BUS,COM,TYT,HIACE,2.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,13.0,3.0,0.0,0.0,16.0,8,30,2017,600,900,300,1,15,ORE,LAG,FTG,
201,"['ORE', 'LAG']",KM 2 AFTER ODEMSA,KNR 557 XA,BUS,COM,MAZDA,BUS,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,15.0,0.0,0.0,18.0,8,30,2017,60,120,60,1,18,ORE,LAG,TBT,
202,"['OWO', 'AKR']",AFTER USO,"AH 454 WWW, SMK 267 XL & XA 613 DJ","CAR, 2 TRK",PVT & 2 COM,"M/BENZ, CAT & FORD","C200, TRK & LAYLAND",2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,4.0,8,29,2017,360,840,480,3,19,OWO,AKR,ROV,SPV
203,"['IKR', 'ISUA']",KM 17 IWARO OKA HILL,KJA 185 XM,BUS,COM,PGT,J5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,3,8,2017,300,540,240,1,12,IKR,ISUA,BFL,
204,"['IKR', 'OWO']",KM 1 IKOJA BEND,JJJ 639 XL & AGL 263 XD,TNK & BUS,2 COM,MACK & PGT,TNK & J5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,5.0,10,8,2017,120,420,300,2,20,IKR,OWO,MDV,
205,"['IKR', 'ISUA']",KM 17 IWARO OKA HILL,GGE 59 XA,TRL,COM,MACK,TRL,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,3.0,8,26,2017,360,840,480,1,14,IKR,ISUA,BFL,
206,"['OND', 'AKR']",KM 8 OBOTO,FE 948 LND & LR 181 KJA,2 CAR,2 PVT,2 TYT,2 COROLLA,4.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,5.0,5,8,2017,120,780,660,2,19,OND,AKR,SPV,WOV
207,"['OND', 'ORE']",KM 7 BAGBE,NND  817 HV & LND 819 ER,CAR & BUS,PVT & COM,V/W & MAZDA,GOLF & BUS,4.0,2.0,1.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,1.0,8.0,6,8,2017,120,720,600,2,10,OND,ORE,SPV,
208,"['OND', 'ORE']",KM 8 SOKA AXIS,"GED 984 AA , AE 709 GBA & ANG 679 AA",3 CAR,3 PVT,3 V/WAGON,S/WAGON & 2 PASSAT,3.0,5.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,7.0,10.0,0.0,0.0,17.0,8,14,2017,120,1260,1140,3,7,OND,ORE,MDV,BFL
209,"['OND', 'AKR']",KM 5 AKIAVI AXIS,FNN 196 QD & AKM 190 WY,2 BIKE,2 COM,KYMCO & HAOJUE,2 BIKE,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,8,19,2017,120,420,300,2,16,OND,AKR,SPV,
210,"['OND', 'ORE']",KM 7 IGUSHI,SGB 471 AG,CAR,PVT,MAZDA,MAZDA,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,8,30,2017,420,900,480,1,10,OND,ORE,SPV,
211,"['AKR', 'T/SHIP']",KM 7 IGBATORO  RD OPP SCHL OF NURSING,KAA 99 AA & KJA 334 VT,CAR & BIKE,PVT & COM,NISSAN & TVS,ALMERA & BIKE,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,5,9,2017,600,1020,420,2,10,AKR,T/SHIP,SPV,
212,"['AKR', 'OWO']",KM 10 OBA ILE,SMK 528 XG & YA 49 MUS,TRK & CAR,PVT & COM,MACK & TYT,TRK & PREVIA,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,10,9,2017,300,900,600,2,21,AKR,OWO,OBS,SPV
213,"['AKR', 'IPT']",KM 10 AFTER KARA,SLK 184 XA & NO NOS,BUS & TRL,2 COM,TYT &N TRL,HIACE & TRL,3.0,3.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,3.0,13.0,4.0,0.0,0.0,17.0,9,19,2017,900,1500,600,2,2,AKR,IPT,SOS,
214,"['ORE', 'LAG']",KM 50 SHFAS  FILLING STATION ,SMK 867 XG & FGG 33 YN,LUX BUS & TRL,2 COM,LUX & MACK,LUX & TRL,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,19.0,8.0,0.0,0.0,27.0,3,9,2017,600,900,300,2,12,ORE,LAG,RTV,
215,"['ORE', 'LAG']",KM 17 OLUWA BRIDGE,SM 428 XA,TNK,COM,MACK,TNK,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,3.0,8,9,2017,540,960,420,1,12,ORE,LAG,FTQ,SPV
216,"['ORE', 'KTP']",KM 06 OGBE,TTD 259 VM,BIKE,COM,BAJAJ,BOXERS,1.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,11,9,2017,120,420,300,1,17,ORE,KTP,SPV,
217,"['ORE', 'LAG']",KM 17 AGODOGUN BRIDGE,AKW 42 YC,BUS,PVT,TYT,SIENNA,2.0,2.0,0.0,0.0,4.0,2.0,1.0,0.0,0.0,3.0,4.0,3.0,0.0,0.0,7.0,12,9,2017,900,1200,300,1,11,ORE,LAG,SPV,DGD
218,"['ORE', 'KTP']",KM 34 ODE AYE ,"REE 653 XA, AG 12 REE & AKR 890 XA","TRK, CAR & P/UP",2 COM & PVT,"M/BENZ, V/WAGEN & TYT","TRK, GOLF & DYNA",3.0,2.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,1.0,5.0,3.0,0.0,0.0,8.0,12,9,2017,240,1260,1020,3,8,ORE,KTP,FTQ,DOT
219,"['ORE', 'LAG']",KM 6 AFTER TOLL GATE,"GDD 609 XA, AAA 429 DD, FGE 634 XA & NO NOS","BUS, CAR, & 2 TRL",PVT & 3 COM,"2 TYT,  DAF & HOWO SINO","HIACE, PREVIA, 95, & TRL",2.0,3.0,2.0,0.0,7.0,1.0,1.0,0.0,0.0,2.0,13.0,11.0,2.0,0.0,26.0,9,16,2017,120,360,240,4,12,ORE,LAG,SPV,DGD
220,"['ORE', 'LAG']",KM 5 B4 MTN MAST,GOD 442 YD,BUS,PVT,V/WAGEN,BUS,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,9,24,2017,420,720,300,1,8,ORE,LAG,SPV,DGD
221,"['OWO', 'AKR']",KM 1 NIPC FILLING STATION,DGE 85 XB &  JJJ 743 XJ ,BUS & TRL,2 COM,TYT & M/BENZ,HIACE & ATECO TRL,4.0,3.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,16.0,4.0,2.0,0.0,22.0,6,9,2017,300,420,120,2,2,OWO,AKR,SPV,
222,"['OWO', 'AKR']",200M CLOSE TO NIPCO FILLING STATION,LSD 818 XE,TRL,COM,M/BENZ,ATECO TRL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,9,9,2017,360,480,120,1,14,OWO,AKR,SPV,BRD
223,"['OWO', 'AKR']",KM 4 TISCO,KSF 416 XE,TRK,COM,SCANIA,TRK,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,9,21,2017,300,600,300,1,10,OWO,AKR,MDV,LOC
224,"['IKR', 'OWO']",KM 2 TOYIN'S MOTHER JUNCTION IGBEDEGBE,KJA 470 XV,BUS,COM,FIAT,J5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,2,9,2017,120,600,480,1,9,IKR,OWO,BFL,
225,"['IKR', 'OWO']",KM 18 OBA POLICE STATION,XC 400 KAA,CAR,PVT,NISSAN,PRIMERA,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,6.0,7,9,2017,600,840,240,1,16,IKR,OWO,SPV,
226,"['IKR', 'ISUA']",KM 22 EPINMI,"MUS 623 AV, KUJ 86 ZF, FKJ 608 DZ & ABC 626 GB",3 BUS & CAR,4 PVT,4 TYT,"2 SIENNA, HIACE & CAMRY",3.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,16.0,10.0,0.0,1.0,27.0,10,9,2017,300,900,600,4,15,IKR,ISUA,BFL,
227,"['IKR', 'OWO']",KM 12 AYEGUNLE IDOFIN,LSR 272 XK & QB 148 JMU,TRL & BIKE,2 COM,FOTON & HAOJUE,TRK & SUZUKI,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,3.0,9,15,2017,120,660,540,2,18,IKR,OWO,SPV,
228,"['IKR', 'ADO']",KM 1 OLOKO,"KMC 857 XB, ANG 185 AA, QM 646 ABC & 2 NO NOS","BUS, CAR, & 3 BIKE",PVT & 4 COM,"PGT, KIA, 2 BAJAJ & NANFANG","J5, ALTIMA, 2 BOXERS & BIKE",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,9,15,2017,180,300,120,5,22,IKR,ADO,BFL,
229,"['OND', 'AKR']",KM2 DAY SPRING HOTEL,ABG 316 VP & JGB 573 WH,2 BIKE,2 COM,HERO DAWN & TVS,2 BIKE,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,4,9,2017,840,1500,660,2,12,OND,AKR,RTV,
230,"['OND', 'T/SHIP']",KM 1 SURULERE,LBD 526 QE & HIT & RUN,BIKE,COM,BOXERS,BIKE,2.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,4,9,2017,1500,2100,600,1,14,OND,T/SHIP,SPV,
231,['0'],0,0,BIKE,COM,TVS,BIKE,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,7,9,2017,1860,3120,1260,1,19,0,0,DAD,
232,"['OND', 'AKR']",KM 1 FCMB,XW 78 RBC,P/UP,COM,TYT,CABSTAR,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,8,9,2017,480,840,360,1,8,OND,AKR,SPV,
233,"['OND', 'ORE']",KM 3 CIVIC CENTER,BC 632 QF,CAR,PVT,TYT,PREVIA,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,10,9,2017,720,1740,1020,1,22,OND,ORE,LOC,
234,"['OND', 'ORE']",KM 2 LIVE TV,NND 854 XA & KJA 465 TN,2 CAR,COM & PVT,V/WAGEN & HONDA,GOLF & ACCORD V-TEC,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,3.0,0.0,11.0,9,19,2017,1500,1980,480,2,9,OND,ORE,SPV,
235,"['OND', 'ORE']",KM 1,"AP 703 NND,  NND 505 HV & NO NOS","BUS, CAR & BIKE",2 PVT & COM,"NISSAN, V/WAGEN & HAOJUE","QUEST, GOLF & SUZUKI",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,9,24,2017,720,1200,480,3,9,OND,ORE,SPV,
236,"['OND', 'IFE']",KM 1 WESLEY UNIVERSITY,KER 500 XD & NO NOS,CAR & BIKE,PVT & COM,TYT & BOXERS,PREVIA & BM 100,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,2.0,1.0,10.0,9,24,2017,120,720,600,2,12,OND,IFE,SPV,
237,"['OND', 'AKR']",KM 3 ADEPETU,NO NOS,BIKE & HIT & RUN,COM,TVS,BIKE,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,9,29,2017,1920,1920,0,1,21,OND,AKR,SPV,
238,"['IFON', 'OWO']",KM 1 AFTER ORI - OHI,AAA 528 AQ,CAR,PVT,TYT,CAMRY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,9,15,2017,600,900,300,1,16,IFON,OWO,BRD,
239,"['IFON', 'OWO']",KM 1 OPP SABO IFON,KAK 65 XA,BUS,COM,TYT,HIACE,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,13.0,5.0,0.0,0.0,18.0,9,26,2017,600,1200,600,1,12,IFON,OWO,TBT,
240,"['AKR', 'OND']",KM 6 OLOKUTA AREA PRISON,FFE 154 AA,BUS,PVT,TYT,PICNIC,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,1.0,6.0,3,8,2018,120,300,180,1,15,AKR,OND,BFL,
241,"['AKR', 'IPT']",KM 1 ROAD BLOCK,"AKR 912 MM, CZ 704 FST & AGN 893 DL",3 CAR,3  PVT,"VOLVO, V/W & TYT","VOLVO, GOLF & CAMRY",5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,8.0,5,8,2018,360,540,180,3,19,AKR,IPT,SPV,DUI
242,"['AKR', 'OND']",KM 8 APONMU,NND 861 AA &JTA 494 XA,CAR & TRK,PVT &  COM,TYT & IVECO,CAMRY & TRK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,7,8,2018,300,1080,780,2,18,AKR,OND,MDV,LOC
243,"['AKR', 'OWO']",KM 5 ADO JUNCTION AXIS OPP SWIFT FILLING STATION.,"FFN 67 AA, MUS 491 EX & SMK 847 AW",3 CAR,3 PVT,"V/W, LEXUS & TYT","GOLF, ES350 & CAMRY",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,8,18,2018,120,600,480,3,15,AKR,OWO,SPV,DUI
244,"['AKR', 'IPT']",KM 2 FUTA BNORTH GATE AREA ACAD,NO NOS & KM 576 AAA,TRK & CAR,COM & PVT,TRK & NISSAN,TRK & PREMERA,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,8,18,2018,300,600,300,2,20,AKR,IPT,SPV,
